Dataset,Model,Preprocessor,Fold,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Iterations,Optimal_Threshold,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_MCC,Error_Log
pc3,GaussianNB,Baseline,1,0.0,0.0,1.4181737899780273,0.0039691925048828125,,0.277021671542505,95,1019,243,49,0.79072019721782,0.3314687262443545,10,112,29,6,0.8178191489361702,0.29359474745109543,
pc3,GaussianNB,Baseline,2,0.015625,0.0,1.4160242080688477,0.0039691925048828125,,0.9990530255325611,83,1078,184,61,0.7732627883430181,0.3328556475390007,5,123,18,11,0.6236702127659575,0.15814307899824434,
pc3,GaussianNB,Baseline,3,0.015625,0.0,1.4158849716186523,0.0039691925048828125,,0.9982003237794738,81,1076,186,63,0.7689981730938544,0.32089411295906883,10,114,27,6,0.7349290780141845,0.30901376257848084,
pc3,GaussianNB,Baseline,4,0.0,0.0,1.4170312881469727,0.0039691925048828125,,0.9986179893201635,86,1067,196,58,0.7720677179554851,0.33468781464159675,6,120,20,10,0.6754464285714286,0.18898223650461363,
pc3,GaussianNB,Baseline,5,0.0,0.0,1.417027473449707,0.0039691925048828125,,0.9987767986279148,69,1106,157,75,0.7508110099410575,0.2929274980600076,12,123,17,4,0.9227678571428573,0.4902050559287933,
pc3,GaussianNB,Baseline,6,0.0,0.0,1.4169797897338867,0.0039691925048828125,,0.9981449837026798,82,1063,200,62,0.7689226488959269,0.31125791911701894,11,113,27,5,0.75,0.3496092778035078,
pc3,GaussianNB,Baseline,7,0.0,0.0,1.4171581268310547,0.0039691925048828125,,0.996644149115943,89,1042,221,55,0.7634022829242544,0.3240233811642772,9,113,27,7,0.8093750000000001,0.26617327868460855,
pc3,GaussianNB,Baseline,8,0.0,0.0,1.417119026184082,0.0039691925048828125,,0.999123430819052,85,1066,197,59,0.7676112870590306,0.32883034076045226,3,125,15,13,0.6870535714285715,0.07630846195841996,
pc3,GaussianNB,Baseline,9,0.0,0.0,1.4169397354125977,0.0039691925048828125,,0.996189780169169,87,1040,223,57,0.7609005234450603,0.312708317260026,11,117,23,5,0.8633928571428571,0.3844892737816235,
pc3,GaussianNB,Baseline,10,0.0,0.0,1.4170713424682617,0.0039691925048828125,,0.9991634185580383,80,1075,188,64,0.7612689144013371,0.3139291872829015,9,118,22,7,0.7276785714285714,0.30819528191916734,
