Dataset,Model,Preprocessor,Fold,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Optimal_Threshold,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_MCC,Error_Log
diabetes,GaussianNB,Baseline,1.0,0.015625,0.0,0.1695089340209961,0.0020713806152343,0.3180672015456424,173.0,346.0,104.0,68.0,0.8224435223605349,0.4733298789315472,20.0,35.0,15.0,7.0,0.8266666666666667,0.4223683957499603,
diabetes,GaussianNB,Baseline,2.0,0.0,0.0,0.1678838729858398,0.0020713806152343,0.3114616789497868,174.0,347.0,103.0,67.0,0.8263992623328722,0.4795260473538884,15.0,40.0,10.0,12.0,0.7933333333333333,0.3623286509262706,
diabetes,GaussianNB,Baseline,3.0,0.015625,0.0,0.1678838729858398,0.0020713806152343,0.1836273902031267,200.0,304.0,146.0,41.0,0.8292116182572615,0.4817582053689515,20.0,33.0,17.0,7.0,0.7659259259259258,0.3827361845801713,
diabetes,GaussianNB,Baseline,4.0,0.015625,0.0,0.1678838729858398,0.0020713806152343,0.4951178743154932,145.0,381.0,69.0,96.0,0.8136007376671276,0.4621075162791493,19.0,48.0,2.0,8.0,0.9348148148148148,0.7111111111111111,
diabetes,GaussianNB,Baseline,5.0,0.015625,0.0,0.1678361892700195,0.0020713806152343,0.1702488910308293,204.0,295.0,155.0,37.0,0.8243706777316736,0.4788802848513248,25.0,29.0,21.0,2.0,0.8414814814814814,0.4922594438233207,
diabetes,GaussianNB,Baseline,6.0,0.0,0.0,0.1678838729858398,0.0020713806152343,0.2017739098039489,200.0,304.0,146.0,41.0,0.8241217150760719,0.4817582053689515,19.0,34.0,16.0,8.0,0.7992592592592592,0.3677089562999654,
diabetes,GaussianNB,Baseline,7.0,0.0,0.0,0.1678361892700195,0.0020713806152343,0.562496260591429,143.0,392.0,58.0,98.0,0.8270355002305207,0.4873919453952335,12.0,46.0,4.0,15.0,0.8192592592592594,0.4286208662612397,
diabetes,GaussianNB,Baseline,8.0,0.015625,0.0,0.1678838729858398,0.0020713806152343,0.31728095017531,171.0,358.0,92.0,70.0,0.8265375749193177,0.4957830041925776,19.0,35.0,15.0,8.0,0.7740740740740741,0.3879322914310754,
diabetes,GaussianNB,Baseline,9.0,0.0,0.0,0.1680746078491211,0.0020713806152343,0.5219684670999589,145.0,387.0,63.0,97.0,0.8228191000918275,0.4775693631550681,19.0,39.0,11.0,7.0,0.8438461538461539,0.4957433075481889,
diabetes,GaussianNB,Baseline,10.0,0.015625,0.0,0.1680269241333007,0.0020713806152343,0.2492751587441666,185.0,337.0,113.0,57.0,0.8335812672176309,0.4943934410415322,17.0,35.0,15.0,9.0,0.74,0.3400046276937225,
diabetes,GaussianNB,IQR Capping,1.0,0.046875,0.015625,0.2768573760986328,0.0026865005493164062,0.723451003021143,123.0,407.0,43.0,118.0,0.8186537574919319,0.46274161599647207,16.0,42.0,8.0,11.0,0.8496296296296297,0.44565871858907996,
diabetes,GaussianNB,IQR Capping,2.0,0.046875,0.015625,0.27443504333496094,0.0026865005493164062,0.4497942986134592,162.0,363.0,87.0,79.0,0.8275242047026281,0.4753547354713268,14.0,42.0,8.0,13.0,0.797037037037037,0.378691704962503,
diabetes,GaussianNB,IQR Capping,3.0,0.046875,0.015625,0.27457427978515625,0.0026865005493164062,0.22175187044979297,196.0,307.0,143.0,45.0,0.8271369294605809,0.4723756017907972,19.0,34.0,16.0,8.0,0.7718518518518519,0.3677089562999654,
diabetes,GaussianNB,IQR Capping,4.0,0.015625,0.015625,0.27457427978515625,0.0026865005493164062,0.21195819482782066,198.0,289.0,161.0,43.0,0.8137667127708621,0.44241343461726124,22.0,42.0,8.0,5.0,0.9340740740740741,0.6407311295324921,
diabetes,GaussianNB,IQR Capping,5.0,0.046875,0.0,0.27457427978515625,0.0026865005493164062,0.2144124183454975,197.0,308.0,142.0,44.0,0.826288612263716,0.47844984376257527,22.0,30.0,20.0,5.0,0.8192592592592592,0.39752319599996266,
diabetes,GaussianNB,IQR Capping,6.0,0.046875,0.015625,0.27453041076660156,0.0026865005493164062,0.3089851816471464,178.0,338.0,112.0,63.0,0.8226279391424619,0.4729050842116649,18.0,39.0,11.0,9.0,0.8096296296296296,0.4398765500800706,
diabetes,GaussianNB,IQR Capping,7.0,0.046875,0.0,0.2744789123535156,0.0026865005493164062,0.31610977460822526,174.0,347.0,103.0,67.0,0.8262793914246197,0.47952604735388843,16.0,40.0,10.0,11.0,0.8155555555555556,0.3961295342422729,
diabetes,GaussianNB,IQR Capping,8.0,0.03125,0.015625,0.2744865417480469,0.0026865005493164062,0.36640287977539554,167.0,361.0,89.0,74.0,0.8235776855693868,0.4886557165460975,17.0,36.0,14.0,10.0,0.797037037037037,0.3401851500506696,
diabetes,GaussianNB,IQR Capping,9.0,0.046875,0.0,0.2747516632080078,0.0026865005493164062,0.2295855650604078,193.0,311.0,139.0,49.0,0.8224609733700642,0.4664180514778683,24.0,27.0,23.0,2.0,0.8492307692307692,0.452248241855526,
diabetes,GaussianNB,IQR Capping,10.0,0.046875,0.0,0.2747955322265625,0.0026865005493164062,0.33003834532172854,175.0,348.0,102.0,67.0,0.8333425160697887,0.48322163149031033,16.0,36.0,14.0,10.0,0.7338461538461538,0.3255181959201964,
diabetes,GaussianNB,IQR Removal,1.0,0.03125,0.0,0.2306489944458007,0.0022878646850585,0.6934758977042038,134.0,390.0,60.0,107.0,0.7918487782388197,0.4482814535410409,17.0,40.0,10.0,10.0,0.8074074074074072,0.4296296296296296,
diabetes,GaussianNB,IQR Removal,2.0,0.03125,0.0,0.2279644012451172,0.0022878646850585,0.701600480977379,131.0,394.0,56.0,110.0,0.7938958045182112,0.4495947776323487,13.0,44.0,6.0,14.0,0.7999999999999999,0.4000940939272025,
diabetes,GaussianNB,IQR Removal,3.0,0.03125,0.0,0.2284994125366211,0.0022878646850585,0.23297592580969,187.0,305.0,145.0,54.0,0.7874043337943752,0.4327909710002652,18.0,33.0,17.0,9.0,0.7599999999999999,0.3130495168499705,
diabetes,GaussianNB,IQR Removal,4.0,0.03125,0.0,0.2317762374877929,0.0022878646850585,0.6623772550287059,129.0,385.0,65.0,112.0,0.7717657906869524,0.4144940970405109,17.0,50.0,0.0,10.0,0.9074074074074072,0.7243558228002942,
diabetes,GaussianNB,IQR Removal,5.0,0.03125,0.0,0.2297773361206054,0.0022878646850585,0.6864093213065172,129.0,392.0,58.0,112.0,0.7941078838174276,0.4359251339774909,18.0,43.0,7.0,9.0,0.7933333333333333,0.5366993141845384,
diabetes,GaussianNB,IQR Removal,6.0,0.03125,0.015625,0.2301473617553711,0.0022878646850585,0.365373111980094,170.0,343.0,107.0,71.0,0.8009497464269248,0.4547413736645239,16.0,38.0,12.0,11.0,0.7533333333333334,0.349754259914075,
diabetes,GaussianNB,IQR Removal,7.0,0.03125,0.0,0.2317476272583007,0.0022878646850585,0.2832431675630281,178.0,331.0,119.0,63.0,0.7955555555555555,0.4564565090734927,16.0,40.0,10.0,11.0,0.7918518518518518,0.3961295342422729,
diabetes,GaussianNB,IQR Removal,8.0,0.03125,0.0,0.2336263656616211,0.0022878646850585,0.3759834871996277,169.0,349.0,101.0,72.0,0.8036975564776394,0.4657237983949693,16.0,35.0,15.0,11.0,0.7474074074074073,0.2846888437924036,
diabetes,GaussianNB,IQR Removal,9.0,0.03125,0.015625,0.2289543151855468,0.0022878646850585,0.321400152321468,172.0,331.0,119.0,70.0,0.7835720844811753,0.4311431797737863,21.0,31.0,19.0,5.0,0.8176923076923077,0.4063702156122568,
diabetes,GaussianNB,IQR Removal,10.0,0.03125,0.0,0.2302312850952148,0.0022878646850585,0.3681602509989523,170.0,350.0,100.0,72.0,0.8091551882460972,0.4695151835980922,15.0,35.0,15.0,11.0,0.7107692307692308,0.2687764920441988,
diabetes,GaussianNB,PCA,1.0,0.015625,0.0,0.2001838684082031,0.0033168792724609,0.4007183469161781,152.0,374.0,76.0,89.0,0.8078561549100968,0.4680867088716821,18.0,34.0,16.0,9.0,0.7540740740740741,0.333123508972006,
