Dataset,Model,Preprocessor,Fit Time (s),Predict Time (s),Peak Memory (MB),Balanced Accuracy,Precision Macro,Recall Macro,F1 Macro,Average Precision,Error
shoppers,SVM,Baseline,6.094769740104676,1.1097493648529053,9.389459609985352,0.511289515715702,0.8769685178680058,0.511289515715702,0.481231810461446,0.6155235644453485,
shoppers,SVM,Yeo-Johnson,4.993604779243469,0.9193357706069947,9.368435859680176,0.7832257744356379,0.8263270681421849,0.7832257744356379,0.8020346384444622,0.7215200851162763,
shoppers,SVM,Quantile Transform,5.03277359008789,0.8964303255081176,9.36880111694336,0.7453150884689431,0.8154922915804825,0.7453150884689431,0.7731020908390024,0.7109864734699065,
shoppers,SVM,Min-Max Scaler,6.158360171318054,1.184117078781128,9.36854362487793,0.5817632484797473,0.8455681993134698,0.5817632484797473,0.6037324299390598,0.6250496178500846,
shoppers,SVM,Standard Scaler,5.200141453742981,0.9557022333145142,9.368741989135742,0.7332356402172826,0.8246437832429301,0.7332356402172826,0.7668985683822579,0.6859822022089984,
shoppers,SVM,Robust Scaler,5.239948058128357,0.8877652406692504,9.368853569030762,0.7167199331708894,0.8160795334538502,0.7167199331708894,0.7514774067989796,0.6442572803734001,
shoppers,SVM,Uniform Binning,6.105832767486572,1.1738553285598754,9.36939525604248,0.5394015646310123,0.8501550496330974,0.5394015646310123,0.5344307796807058,0.32608561332828706,
shoppers,SVM,Quantile Binning,5.1010722637176515,0.9252672672271729,9.36890983581543,0.7862654267240856,0.8209523091608245,0.7862654267240856,0.8016834427712259,0.6985527587931774,
shoppers,SVM,Random Undersampling,0.6364753007888794,0.8849587678909302,9.390854835510254,0.6610485367913446,0.5845275870079407,0.6610485367913446,0.537067392226539,0.3548591197756384,
shoppers,SVM,SMOTE,15.208243155479432,1.3989838123321534,9.364250183105469,0.49527358090747364,0.4597854529490447,0.49527358090747364,0.25429106421364933,0.4278778011664645,
shoppers,Random Forest,Baseline,1.7915116548538208,0.07097439765930176,9.366774559020996,0.7496280089244824,0.8395460491814101,0.7496280089244824,0.783592593059434,0.7332554560263581,
shoppers,Random Forest,Yeo-Johnson,1.9529265880584716,0.08937582969665528,9.371978759765625,0.7504353441378754,0.8385701698886591,0.7504353441378754,0.7838619881990092,0.7344926122314174,
shoppers,Random Forest,Quantile Transform,1.7970429182052612,0.06949441432952881,9.3721923828125,0.7492197033304637,0.8383953502682109,0.7492197033304637,0.78288528571468,0.7343600510850123,
shoppers,Random Forest,Min-Max Scaler,1.5072641372680664,0.059234118461608885,9.371917724609375,0.7493169123912028,0.8391051431920344,0.7493169123912028,0.783239899665954,0.7332680478593316,
shoppers,Random Forest,Standard Scaler,1.5234222173690797,0.05995807647705078,9.372014999389648,0.7498884112391696,0.8396765769708594,0.7498884112391696,0.783819254385859,0.7332300450473315,
shoppers,Random Forest,Robust Scaler,1.5126761674880982,0.05748293399810791,9.371963500976562,0.7496280089244824,0.8395460491814101,0.7496280089244824,0.783592593059434,0.7331356219708114,
shoppers,Random Forest,Uniform Binning,1.3832930326461792,0.0722350835800171,9.39857292175293,0.5648860191867829,0.6285628939935665,0.5648860191867829,0.575879843889983,0.3161892332505819,
shoppers,Random Forest,Quantile Binning,1.1511204957962036,0.06313621997833252,9.372387886047363,0.7398716560028394,0.8108927403213053,0.7398716560028394,0.7677477783243335,0.6737586301582,
shoppers,Random Forest,Random Undersampling,0.5630488634109497,0.05009162425994873,9.367756843566895,0.852750175222661,0.7378691694647667,0.852750175222661,0.7699050727253249,0.6925285147329661,
shoppers,Random Forest,SMOTE,3.1667470932006836,0.05858635902404785,9.368010520935059,0.7964479865354726,0.7972066172904412,0.7964479865354726,0.7964722330627204,0.6883377247147532,
shoppers,MLP,Baseline,1.6008081436157227,0.014110660552978516,9.364980697631836,0.7120588677015831,0.7879973515088542,0.7120588677015831,0.7096942716411909,0.5467435274572217,
shoppers,MLP,Yeo-Johnson,38.243754386901855,0.024260497093200682,9.369869232177734,0.749168453620122,0.760301845920069,0.749168453620122,0.7538831613565111,0.6340920511348294,
shoppers,MLP,Quantile Transform,26.878690433502197,0.03342151641845703,9.370112419128418,0.7542464653315332,0.777050027150313,0.7542464653315332,0.7646050646201784,0.6585021152514845,
shoppers,MLP,Min-Max Scaler,33.517577695846555,0.021479058265686034,9.370251655578613,0.7455894435638687,0.7685982765173398,0.7455894435638687,0.7557531801716006,0.6133602735311505,
shoppers,MLP,Standard Scaler,39.21350481510162,0.02130889892578125,9.396207809448242,0.7393922647112499,0.7622197541373446,0.7393922647112499,0.7490809228585402,0.6017727962142103,
shoppers,MLP,Robust Scaler,5.901637983322144,0.020524978637695312,9.370135307312012,0.7691136154356644,0.8085258394045383,0.7691136154356644,0.785828788124653,0.6861406135842276,
shoppers,MLP,Uniform Binning,32.04478769302368,0.020473814010620116,9.37028980255127,0.5693271887337528,0.605644751059898,0.5693271887337528,0.5785490508320492,0.30791348360811194,
shoppers,MLP,Quantile Binning,33.11829032897949,0.02007105350494385,9.370424270629883,0.7406168611424129,0.7529551355990514,0.7406168611424129,0.7462854039672996,0.6044681012771864,
shoppers,MLP,Random Undersampling,0.44582552909851075,0.014751005172729491,9.366138458251953,0.7844667292541276,0.7007533252479198,0.7844667292541276,0.6984737578485122,0.5408468402195165,
shoppers,MLP,SMOTE,2.6827832460403442,0.016745877265930176,9.365535736083984,0.7379094193982445,0.7304894962285478,0.7379094193982445,0.7232931473258123,0.5218021730996987,
