Dataset,Model,Preprocessor,Fit Time (s),Predict Time (s),Peak Memory (MB),Balanced Accuracy,Precision Macro,Recall Macro,F1 Macro,Average Precision,Error
shoppers,Logistic Regression,Random Undersampling,0.863309097290039,0.014348220825195313,9.364643096923828,0.8137665654419847,0.7391107803206112,0.8137665654419847,0.7658896683883556,0.6505963802437661,
shoppers,Logistic Regression,SMOTE,15.05008249282837,0.015325236320495605,9.36433219909668,0.7222152915890105,0.7355245507718808,0.7222152915890105,0.7283196289079552,0.5660977927746683,
shoppers,KNN,Baseline,0.015651488304138185,0.2524723052978516,9.362695693969727,0.6412114883983822,0.7498135165822684,0.6412114883983822,0.6710038088315636,0.43112079668075404,
shoppers,KNN,Yeo-Johnson,0.12065637111663818,0.24459638595581054,9.367785453796387,0.7607079483233744,0.7892174160266714,0.7607079483233744,0.7734728957762524,0.6009876844295724,
shoppers,KNN,Quantile Transform,0.05986442565917969,0.25894780158996583,9.394156455993652,0.7619332801718921,0.7875577629715848,0.7619332801718921,0.7735396795095669,0.5973943527695884,
shoppers,KNN,Min-Max Scaler,0.023653650283813478,0.24139280319213868,9.368009567260742,0.5547470341074481,0.6499635102916038,0.5547470341074481,0.5629326154449037,0.2681996885088778,
shoppers,KNN,Standard Scaler,0.02435164451599121,0.24504532814025878,9.368094444274902,0.6810082703141681,0.7780405224961748,0.6810082703141681,0.7126844956210691,0.5002699283810875,
shoppers,KNN,Robust Scaler,0.028452348709106446,0.24072837829589844,9.367768287658691,0.7335241416462821,0.7789314452009186,0.7335241416462821,0.7526170306423374,0.5534277741565418,
shoppers,KNN,Uniform Binning,0.026628756523132326,0.24166445732116698,9.368266105651855,0.5355300016287396,0.596635468630969,0.5355300016287396,0.5355627715513656,0.23316489058419773,
shoppers,KNN,Quantile Binning,0.030786538124084474,0.244573974609375,9.367910385131836,0.6509075018638588,0.7635818884269641,0.6509075018638588,0.6828046782341143,0.4601769188353334,
shoppers,KNN,Random Undersampling,0.024234557151794435,0.08058383464813232,9.363234519958496,0.7274155054711459,0.6330851795590199,0.7274155054711459,0.6376243151789945,0.38368604004224904,
shoppers,KNN,SMOTE,0.10270864963531494,0.4120466232299805,9.363347053527832,0.7154330865802777,0.6419611874603763,0.7154330865802777,0.656866891783484,0.38340225665643335,
