Dataset,Model,Preprocessor,Perspective,Peak_Memory_MB,Pipeline_Disk_Size_MB,Fit_Time_sec,Predict_Time_Test_sec,Converged,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_ROC_AUC,Test_PR_AUC,Test_MCC
kr-vs-kp,XGB,Quantile Transform,Equity,5.619359016418457,0.439854621887207,0.3115111777895233,0.020295244447576456,,0.9996055500975809,0.9995529881458909,0.9868318832517824,0.9991485975045322,0.9990775756070225,0.9812626651964191
kr-vs-kp,XGB,Random Undersampling,Equality,5.619075775146484,0.1778211593627929,0.11950598886081326,0.010979566658433056,,0.999588642783034,0.9995323624144161,0.9852491977105476,0.9991251553863192,0.9990311968018624,0.9812825909727083
kr-vs-kp,XGB,Random Undersampling,Equity,5.619075775146484,0.1778211593627929,0.11950598886081326,0.010979566658433056,,0.999588642783034,0.9995323624144161,0.9852491977105476,0.9991251553863192,0.9990311968018624,0.9812825909727083
kr-vs-kp,XGB,SMOTE (Raw),Equality,5.618943214416504,0.5333166122436523,0.21327346666819513,0.009644322213716743,,0.9994143902669761,0.9993358614443872,0.9779569678443988,0.9993943045064831,0.99935198164184,0.9753750982295543
kr-vs-kp,XGB,SMOTE (Raw),Equity,5.618943214416504,0.5333166122436523,0.21327346666819513,0.009644322213716743,,0.9994143902669761,0.9993358614443872,0.9779569678443988,0.9993943045064831,0.99935198164184,0.9753750982295543
kr-vs-kp,XGB,SMOTE (Scaled),Equality,5.620979309082031,0.534153938293457,0.193870688866203,0.010306388902891801,,0.9993627222070464,0.9992769368677561,0.9799022049587889,0.999162334996537,0.999047547370456,0.9766702387136668
kr-vs-kp,XGB,SMOTE (Scaled),Equity,5.620979309082031,0.534153938293457,0.193870688866203,0.010306388902891801,,0.9993627222070464,0.9992769368677561,0.9799022049587889,0.999162334996537,0.999047547370456,0.9766702387136668
kr-vs-kp,XGB,Select Percentile (ANOVA),Equality,5.621037483215332,0.1517229080200195,0.07796900001509731,0.009341588903528888,,0.9410748999156349,0.9267511273518974,0.8139922556149563,0.9403316702042964,0.9257959771281842,0.808586267579833
kr-vs-kp,XGB,Select Percentile (ANOVA),Equity,5.621037483215332,0.1517229080200195,0.07796900001509731,0.009341588903528888,,0.9410748999156349,0.9267511273518974,0.8139922556149563,0.9403316702042964,0.9257959771281842,0.808586267579833
kr-vs-kp,XGB,Select Percentile (MI),Equality,5.620759010314941,0.1515026092529297,0.4018560555608322,0.008314955565664466,,0.9464391134757821,0.9319983882044166,0.8274719188668749,0.9466066570652197,0.9329625479235849,0.8300809471363417
kr-vs-kp,XGB,Select Percentile (MI),Equity,5.620759010314941,0.1515026092529297,0.4018560555608322,0.008314955565664466,,0.9464391134757821,0.9319983882044166,0.8274719188668749,0.9466066570652197,0.9329625479235849,0.8300809471363417
kr-vs-kp,XGB,Standard Scaling,Equality,5.619294166564941,0.1583757400512695,0.11119964445889408,0.010023877749012523,,0.9996055500975809,0.9995529881458909,0.9868318832517824,0.9991485975045322,0.9990775756070225,0.9812626651964191
kr-vs-kp,XGB,Standard Scaling,Equity,5.619294166564941,0.1583757400512695,0.11119964445889408,0.010023877749012523,,0.9996055500975809,0.9995529881458909,0.9868318832517824,0.9991485975045322,0.9990775756070225,0.9812626651964191
kr-vs-kp,XGB,Uniform Binning,Equality,5.618731498718262,0.1553401947021484,0.10328675558169681,0.009078933327044812,,0.999211536254332,0.9991048516180816,0.9810521759176722,0.9987811406108419,0.9987338991596368,0.9695597867462411
kr-vs-kp,XGB,Uniform Binning,Equity,5.618731498718262,0.1553401947021484,0.10328675558169681,0.009078933327044812,,0.999211536254332,0.9991048516180816,0.9810521759176722,0.9987811406108419,0.9987338991596368,0.9695597867462411
kr-vs-kp,XGB,Yeo-Johnson,Equality,5.619566917419434,0.1851463317871093,0.302169722220343,0.011523799996616067,,0.9979310660923149,0.9977423580868289,0.9511085694336352,0.9965581911698506,0.996288105742108,0.9406997167202876
kr-vs-kp,XGB,Yeo-Johnson,Equity,5.619566917419434,0.1851463317871093,0.302169722220343,0.011523799996616067,,0.9979310660923149,0.9977423580868289,0.9511085694336352,0.9965581911698506,0.996288105742108,0.9406997167202876
madelon,GNB,Baseline,Equality,57.09075927734375,0.0418815612792968,0.3159122000086224,0.03380505553084524,,0.7908607641171744,0.7827977172048934,0.4137874564428688,0.6390769230769231,0.6185710631109174,0.17243929918896764
madelon,GNB,Baseline,Equity,57.09216499328613,3.864545822143554,2.4040984333648034,0.21085543332931894,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,IQR Capping,Equality,57.09197044372559,0.0575151443481445,1.1255773444556527,0.4903729110956192,,0.7848343195266272,0.7766590374749591,0.40213857471780434,0.6397041420118343,0.6184204087098538,0.17713600033927315
madelon,GNB,IQR Capping,Equity,57.09358406066895,3.8801794052124015,3.2576277777811304,0.6675211221833403,,0.824972897947257,0.819170045589831,0.4845709166452795,0.6234437869822484,0.6084265265158718,0.18567152839309647
madelon,GNB,IQR Removal,Equality,57.09216499328613,0.0420665740966796,2.7470537666619443,0.02205523332425699,,0.5433649280444153,0.5394846869673221,0.0626405297473688,0.5283905325443787,0.5295224008389494,0.031504531998636634
madelon,GNB,IQR Removal,Equity,57.09360313415527,0.149423599243164,2.9584508222372583,0.22142354444238457,,0.5193061947549127,0.5163648543596598,0.0307994732583164,0.4941331360946745,0.4986032298503895,-0.004681236322305661
madelon,GNB,LDA,Equality,58.808855056762695,0.0388803482055664,0.5780361777611284,0.010480633341810722,,0.8081330265176419,0.8032458502110413,0.4633657314815083,0.5770414201183433,0.5744829142229437,0.11019473699934537
madelon,GNB,LDA,Equity,58.809746742248535,0.0544662475585937,0.5761141222254891,0.009357622216662555,,0.8081330265176419,0.8032458502110413,0.46316471301011825,0.5770443786982249,0.5743547090947386,0.11174844939488485
madelon,GNB,MinMax Scaling,Equality,57.09205627441406,0.0613698959350585,0.3292888888908136,0.028060911119812,,0.7908604719117539,0.7827975668442518,0.4137874564428688,0.6390828402366864,0.6185776840330314,0.17243929918896764
madelon,GNB,MinMax Scaling,Equity,57.0934944152832,3.8840103149414062,2.4202210111284836,0.2275899666646081,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,PCA (Raw),Equality,57.0926399230957,1.1170377731323242,0.5534980777883902,0.023687433334998734,,0.7973823507926072,0.7910887555958929,0.44866822005018286,0.5554792899408284,0.5537278699386852,0.08797641621872274
madelon,GNB,PCA (Raw),Equity,57.093488693237305,3.268864631652832,1.7667363889049739,0.13332854442867548,,0.7961114033165315,0.7909439595859621,0.4430175761767917,0.5453372781065089,0.5399817828042668,0.06563440461864943
madelon,GNB,PCA (Scaled),Equality,57.09357070922852,1.6814498901367188,0.6600638777793696,0.03265181110085294,,0.8541198042223683,0.8515537107552944,0.5477452466544843,0.5877218934911242,0.587497437294774,0.12528480246374965
madelon,GNB,PCA (Scaled),Equity,57.09502410888672,4.916626930236816,2.4227523444246293,0.18142388887806893,,0.8503683979837826,0.84691108447277,0.5351620005905742,0.577112426035503,0.5706378816530834,0.10915496433398937
madelon,GNB,Quantile Binning,Equality,57.09201431274414,0.0887899398803711,0.41457622221464085,0.03563891109337819,,0.7449556578274528,0.7275813406132671,0.32060869954053584,0.639680473372781,0.6113049759883429,0.18956408569551095
