Dataset,Model,Preprocessor,Fold,Converged,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_PR_AUC,Test_MCC,Error_Log
kc2,LogisticRegression,Uniform Binning + Scaling,7,True,0.0136210000000573,0.0039806000004318,,,31.0,364.0,10.0,65.0,0.81616254456328,0.5847893265584473,0.4231600540250524,3.0,40.0,1.0,8.0,0.8414634146341462,0.5248484848484849,0.3806090734789258,
kc2,LogisticRegression,Uniform Binning + Scaling,8,True,0.0143005999998422,0.0036855999987892,,,28.0,364.0,10.0,68.0,0.8158283199643492,0.567953659433389,0.391802093555936,5.0,40.0,1.0,6.0,0.8547671840354767,0.6820013320013321,0.5498685971644742,
kc2,LogisticRegression,Uniform Binning + Scaling,9,True,0.0130308000007062,0.0039305000009335,,,32.0,363.0,11.0,64.0,0.8125417780748664,0.5714282052503198,0.4249959332958982,2.0,40.0,1.0,9.0,0.8691796008869179,0.5955669330669331,0.2757473899694258,
kc2,LogisticRegression,Uniform Binning + Scaling,10,True,0.0145959000001312,0.0030296000004454,,,37.0,359.0,15.0,59.0,0.8603080436720142,0.6757311794064083,0.4438031717395306,4.0,39.0,2.0,7.0,0.7195121951219512,0.4826623826623827,0.4024811381306976,
kc2,LogisticRegression,Quantile Binning,1,True,0.0380545999996684,0.0040434000002278,0.5965061187744141,0.005167007446289,55.0,353.0,20.0,41.0,0.858453418230563,0.679716715063766,0.5716463142301268,5.0,36.0,6.0,6.0,0.8084415584415584,0.5426683696719133,0.3116883116883117,
kc2,LogisticRegression,Quantile Binning,2,True,0.0158119999996415,0.0039501000010204,,,52.0,348.0,25.0,44.0,0.8670269213583557,0.6636058767236522,0.5169735144223169,7.0,38.0,4.0,4.0,0.7781385281385282,0.6265832235397453,0.5411255411255411,
kc2,LogisticRegression,Quantile Binning,3,True,0.0220456000006379,0.0040157999992516,,,51.0,351.0,22.0,46.0,0.8602719659489786,0.6672069433311886,0.5215632336055617,6.0,40.0,2.0,4.0,0.8345238095238096,0.5928237448825684,0.6033815244679472,
kc2,LogisticRegression,Quantile Binning,4,True,0.0188170999990688,0.0040616999995108,,,51.0,351.0,22.0,46.0,0.8491335231198696,0.6347575350492275,0.5215632336055617,5.0,39.0,3.0,5.0,0.9333333333333332,0.7765021008403361,0.4681408379492694,
kc2,LogisticRegression,Quantile Binning,5,True,0.0204673999996884,0.0040479999988747,,,51.0,351.0,22.0,46.0,0.8500179652303695,0.6589835579672559,0.5215632336055617,7.0,40.0,2.0,3.0,0.9297619047619048,0.6699999999999999,0.6796267043320874,
kc2,LogisticRegression,Quantile Binning,6,True,0.0193267000013293,0.0025798999995458,,,57.0,346.0,28.0,39.0,0.8792474376114082,0.6739981660833718,0.5435025795583607,3.0,38.0,3.0,8.0,0.6297117516629712,0.4532862562274327,0.255093679096921,
kc2,LogisticRegression,Quantile Binning,7,True,0.0178852999997616,0.0030767999996896,,,51.0,351.0,23.0,45.0,0.8539159982174688,0.6584146666095926,0.5199687285931126,6.0,40.0,1.0,5.0,0.8802660753880266,0.7399228363343195,0.6234825664617498,
kc2,LogisticRegression,Quantile Binning,8,True,0.0161124999995081,0.0037298000006558,,,51.0,351.0,23.0,45.0,0.8452261586452763,0.6143512502429911,0.5199687285931126,8.0,41.0,0.0,3.0,0.88470066518847,0.8603226838520958,0.8232168307397651,
kc2,LogisticRegression,Quantile Binning,9,True,0.0199185000001307,0.0024903000012272,,,50.0,356.0,18.0,46.0,0.8558099376114081,0.6731884462009309,0.5417440156182977,4.0,38.0,3.0,7.0,0.8758314855875832,0.6142413142413143,0.3475583668361243,
kc2,LogisticRegression,Quantile Binning,10,True,0.0261908000011317,0.0024530999999115,,,57.0,349.0,25.0,39.0,0.88073752228164,0.6920758564927857,0.5597331318472766,3.0,39.0,2.0,8.0,0.6286031042128603,0.4656922560405589,0.3102409857909147,
kc2,LogisticRegression,Quantile Binning + Scaling,1,True,0.0399403999999776,0.004699500001152,0.5978727340698242,0.0059127807617187,55.0,352.0,21.0,41.0,0.8586209785522788,0.6811287525508128,0.5656595824905057,5.0,36.0,6.0,6.0,0.8170995670995671,0.5522644718569484,0.3116883116883117,
kc2,LogisticRegression,Quantile Binning + Scaling,2,True,0.0184678999994503,0.003837399999611,,,52.0,348.0,25.0,44.0,0.8698195933869526,0.6645331164642231,0.5169735144223169,7.0,38.0,4.0,4.0,0.7651515151515152,0.6165268648041413,0.5411255411255411,
kc2,LogisticRegression,Quantile Binning + Scaling,3,True,0.0178618999998434,0.0042813000000023,,,52.0,349.0,24.0,45.0,0.8595257179182444,0.6565415859169395,0.5185461857617121,6.0,40.0,2.0,4.0,0.8392857142857143,0.6011204481792717,0.6033815244679472,
kc2,LogisticRegression,Quantile Binning + Scaling,4,True,0.0128406999992876,0.0038472000014735,,,51.0,351.0,22.0,46.0,0.850791852077057,0.6382777219971852,0.5215632336055617,5.0,39.0,3.0,5.0,0.9404761904761904,0.7894749694749695,0.4681408379492694,
kc2,LogisticRegression,Quantile Binning + Scaling,5,True,0.0195617000008496,0.0039474000004702,,,51.0,350.0,23.0,46.0,0.8486636632486664,0.6480330365938627,0.5157018503982314,7.0,40.0,2.0,3.0,0.936904761904762,0.6943285799168152,0.6796267043320874,
kc2,LogisticRegression,Quantile Binning + Scaling,6,True,0.0122313000010763,0.0042589000004227,,,56.0,347.0,27.0,40.0,0.87930314171123,0.6743875722694089,0.5404026303552364,3.0,38.0,3.0,8.0,0.6407982261640799,0.469233930062807,0.255093679096921,
kc2,LogisticRegression,Quantile Binning + Scaling,7,True,0.0200764000001072,0.0040704999992158,,,51.0,351.0,23.0,45.0,0.8530804367201427,0.6593517484087827,0.5199687285931126,6.0,40.0,1.0,5.0,0.8824833702882484,0.7303501867616701,0.6234825664617498,
kc2,LogisticRegression,Quantile Binning + Scaling,8,True,0.0163218999987293,0.0041445000006206,,,51.0,351.0,23.0,45.0,0.8466744652406417,0.6153481223074051,0.5199687285931126,7.0,41.0,0.0,4.0,0.8847006651884701,0.8587980646804177,0.7614446662745625,
kc2,LogisticRegression,Quantile Binning + Scaling,9,True,0.0168515999994269,0.0034043999985442,,,51.0,356.0,18.0,45.0,0.854974376114082,0.6714502939901335,0.5503401435201121,4.0,38.0,3.0,7.0,0.8802660753880266,0.6237242555424374,0.3475583668361243,
kc2,LogisticRegression,Quantile Binning + Scaling,10,True,0.0192447000008542,0.0031187999993562,,,57.0,351.0,23.0,39.0,0.8795955882352942,0.6909882690519702,0.5709682676826574,3.0,39.0,2.0,8.0,0.630820399113082,0.4665879121086288,0.3102409857909147,
kc2,LogisticRegression,SMOTE,1,False,0.2642347000000882,0.0032591999988653,0.599665641784668,0.0192346572875976,75.0,314.0,59.0,21.0,0.8606596291331545,0.668022371019176,0.5564859464344886,7.0,34.0,8.0,4.0,0.7727272727272727,0.5181343218185324,0.4014290565729851,
kc2,LogisticRegression,SMOTE,2,False,0.1670226999995065,0.0038197000012587,,,75.0,311.0,62.0,21.0,0.8655468051831993,0.6218105881281336,0.5457039796085459,8.0,29.0,13.0,3.0,0.7857142857142858,0.6025613275613276,0.3463791041875499,
kc2,LogisticRegression,SMOTE,3,False,0.139241500000935,0.0039031000014801,,,75.0,310.0,63.0,22.0,0.856761836322932,0.638032823292732,0.5370079938257801,6.0,36.0,6.0,4.0,0.6345238095238095,0.516156595971722,0.4276179870598789,
kc2,LogisticRegression,SMOTE,4,False,0.1469142999994801,0.0023732999998173,,,71.0,306.0,67.0,26.0,0.8513584478040961,0.6153086059481105,0.4908327729882176,9.0,35.0,7.0,1.0,0.9261904761904762,0.6622652785810681,0.6262025468086421,
kc2,LogisticRegression,SMOTE,5,False,0.1537105999996129,0.0036185999997542,,,69.0,319.0,54.0,28.0,0.8526160139299633,0.6443832335087326,0.5216450604067611,9.0,36.0,6.0,1.0,0.9142857142857144,0.6166033966033966,0.658651951961272,
kc2,LogisticRegression,SMOTE,6,False,0.1084128000002238,0.0023351999989245,,,75.0,313.0,61.0,21.0,0.8740530303030303,0.6467309881760409,0.5495680501178924,6.0,36.0,5.0,5.0,0.7073170731707317,0.4979306810173617,0.4235033259423503,
kc2,LogisticRegression,SMOTE,7,False,0.1462590000010095,0.0038197000012587,,,74.0,311.0,63.0,22.0,0.8586229946524064,0.6248024404311474,0.5343951930487983,7.0,32.0,9.0,4.0,0.811529933481153,0.6278491760567533,0.368857260655942,
kc2,LogisticRegression,SMOTE,8,False,0.1595694000006915,0.0037683999998989,,,71.0,311.0,63.0,25.0,0.8397253787878787,0.6110030345870565,0.5100203412943801,9.0,34.0,7.0,2.0,0.8980044345898005,0.7189815161071846,0.5729059580400802,
kc2,LogisticRegression,SMOTE,9,False,0.1181455000005371,0.0023407000007864,,,72.0,305.0,69.0,24.0,0.8531639928698751,0.6592642761572519,0.4975109935405038,9.0,37.0,4.0,2.0,0.8492239467849223,0.5896953380868681,0.679659059783796,
kc2,LogisticRegression,SMOTE,10,False,0.1703317999999853,0.0022836000007373,,,73.0,323.0,51.0,23.0,0.8678977272727273,0.6412566210088182,0.5708789400918465,6.0,36.0,5.0,5.0,0.7760532150776053,0.5863474975317081,0.4235033259423503,
kc2,LogisticRegression,SMOTE + Scaling,1,True,0.0431563000001915,0.0041197999998985,0.6019926071166992,0.0199565887451171,77.0,310.0,63.0,19.0,0.8666638739946381,0.6831274874319184,0.5582863232966269,8.0,33.0,9.0,3.0,0.8354978354978355,0.5112794612794613,0.4457092498719779,
kc2,LogisticRegression,SMOTE + Scaling,2,True,0.0120312999988527,0.0039152000008471,,,78.0,296.0,77.0,18.0,0.8751815236818588,0.6685080137288613,0.5198512033339195,9.0,28.0,14.0,2.0,0.777056277056277,0.691958041958042,0.3967367991942144,
kc2,LogisticRegression,SMOTE + Scaling,3,True,0.0165582000008726,0.00360929999988,,,77.0,292.0,81.0,20.0,0.8628147370166662,0.6674563868973228,0.4940278707983989,6.0,35.0,7.0,4.0,0.8345238095238096,0.6814396787423103,0.3944053188733077,
kc2,LogisticRegression,SMOTE + Scaling,4,True,0.0115509000006568,0.0037357000001065,,,75.0,301.0,72.0,22.0,0.8536524695282054,0.643039194491738,0.5064457337789091,10.0,33.0,9.0,0.0,0.9452380952380952,0.8114529914529914,0.6430659644130344,
kc2,LogisticRegression,SMOTE + Scaling,5,True,0.0152148000015586,0.0025511999992886,,,74.0,307.0,66.0,23.0,0.8577291948812913,0.6792850106667464,0.5185308383748463,8.0,35.0,7.0,2.0,0.9238095238095236,0.6704933903385917,0.5509478591877307,
kc2,LogisticRegression,SMOTE + Scaling,6,True,0.0126665000007051,0.0025666999990789,,,76.0,304.0,70.0,20.0,0.8756127450980392,0.6811069660037181,0.526646776304553,7.0,32.0,9.0,4.0,0.7250554323725056,0.5086288308682987,0.368857260655942,
kc2,LogisticRegression,SMOTE + Scaling,7,True,0.0152562999992369,0.0038201000006665,,,77.0,303.0,71.0,19.0,0.8607954545454546,0.6671179565959013,0.5314188954266045,7.0,32.0,9.0,4.0,0.8736141906873613,0.7055588351042896,0.368857260655942,
kc2,LogisticRegression,SMOTE + Scaling,8,True,0.0115767999996023,0.0024553999992349,,,77.0,294.0,80.0,19.0,0.8498356729055259,0.6315642582575922,0.5027584434104644,10.0,34.0,7.0,1.0,0.8980044345898004,0.8765146469691925,0.6428319881791551,
kc2,LogisticRegression,SMOTE + Scaling,9,True,0.012174600000435,0.0038954000010562,,,71.0,303.0,71.0,25.0,0.8572860962566846,0.6807333961976005,0.4826703629434327,8.0,35.0,6.0,3.0,0.8713968957871397,0.6029613301352432,0.5348810406899015,
kc2,LogisticRegression,SMOTE + Scaling,10,True,0.0176790000004984,0.0027000999998563,,,79.0,312.0,62.0,17.0,0.8777016488413547,0.6839812049454848,0.5781262008271596,5.0,34.0,7.0,6.0,0.7184035476718403,0.4901696846989596,0.2751066446445239,
kc2,LogisticRegression,Select Percentile (MI),1,False,0.3436500000007072,0.0036364000006869,0.6059303283691406,0.0035486221313476,44.0,356.0,17.0,52.0,0.861469504021448,0.687053578138367,0.4950959829097571,4.0,36.0,6.0,7.0,0.8051948051948052,0.4925528175528175,0.2288468591198587,
kc2,LogisticRegression,Select Percentile (MI),2,False,0.167192700000669,0.002574199999799,,,43.0,354.0,19.0,53.0,0.8688980116175156,0.6651820618248433,0.47289397653029,5.0,40.0,2.0,6.0,0.7965367965367965,0.71807995925643,0.4874262629444214,
kc2,LogisticRegression,Select Percentile (MI),3,False,0.1546937999992224,0.0023770000007061,,,43.0,352.0,21.0,54.0,0.8530582349852132,0.648314097042759,0.4566640106147097,5.0,40.0,2.0,5.0,0.8726190476190476,0.7353030303030302,0.5223645292668042,
kc2,LogisticRegression,Select Percentile (MI),4,True,0.0851610999998229,0.0025005000006785,,,42.0,355.0,18.0,55.0,0.8508333103009866,0.6591952342023494,0.4665856724501436,5.0,41.0,1.0,5.0,0.9333333333333332,0.7934432234432234,0.5874228140418678,
kc2,LogisticRegression,Select Percentile (MI),5,False,0.186884500000815,0.0036024000000907,,,43.0,355.0,18.0,54.0,0.8526989303778226,0.6700826101944471,0.4757256182152796,5.0,40.0,2.0,5.0,0.919047619047619,0.6335641186299081,0.5223645292668042,
kc2,LogisticRegression,Select Percentile (MI),6,False,0.1858366000014939,0.0036113999994995,,,46.0,356.0,18.0,50.0,0.8739416221033868,0.6928798478237821,0.5066806274046114,3.0,37.0,4.0,8.0,0.7117516629711752,0.4912176202294779,0.2095962670233116,
kc2,LogisticRegression,Select Percentile (MI),7,False,0.1346012000012706,0.0022810000009485,,,42.0,357.0,17.0,54.0,0.8507687165775402,0.666812470027309,0.4770467305889082,5.0,38.0,3.0,6.0,0.8713968957871396,0.6283896460412938,0.4316868746562183,
kc2,LogisticRegression,Select Percentile (MI),8,True,0.0874406000002636,0.0030846999998175,,,39.0,356.0,18.0,57.0,0.8475796568627452,0.6432273102248964,0.4422721067747244,5.0,41.0,0.0,6.0,0.9068736141906872,0.8906790539907423,0.6296970503676983,
kc2,LogisticRegression,Select Percentile (MI),9,False,0.1732232000013027,0.0023196999991341,,,42.0,356.0,18.0,54.0,0.8526626559714796,0.6886816544935918,0.4704009609266268,3.0,39.0,2.0,8.0,0.8869179600886917,0.6164654463183875,0.3102409857909147,
kc2,LogisticRegression,Select Percentile (MI),10,False,0.1511116999990918,0.0044612000001507,,,45.0,354.0,20.0,51.0,0.8646947415329769,0.6731316479475271,0.4849779974367658,4.0,39.0,2.0,7.0,0.7583148558758315,0.5343764697977558,0.4024811381306976,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,1,True,0.1363985999996657,0.0041946000001189,0.6067867279052734,0.0040302276611328,40.0,360.0,13.0,56.0,0.8600731680071493,0.6771137847231398,0.4865835439361379,4.0,37.0,5.0,7.0,0.8376623376623378,0.5750574013692454,0.2641860385714604,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,2,True,0.0595295999992231,0.0029276000004756,,,41.0,358.0,15.0,55.0,0.8646810768543343,0.6510708143467074,0.4813763642673147,5.0,40.0,2.0,6.0,0.7922077922077922,0.6866266309448128,0.4874262629444214,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,3,True,0.0587794999992183,0.0034837999992305,,,41.0,358.0,15.0,56.0,0.8568171139548383,0.6479947211348445,0.4777919839188637,6.0,40.0,2.0,4.0,0.8416666666666667,0.7023502886002885,0.6033815244679472,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,4,True,0.0550882000006822,0.0044177000017953,,,39.0,359.0,14.0,58.0,0.8476272076504241,0.639044008824516,0.4664076047245746,5.0,41.0,1.0,5.0,0.926190476190476,0.7820986856280974,0.5874228140418678,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,5,True,0.0616390999985014,0.0024412000002485,,,39.0,359.0,14.0,58.0,0.8474751941626819,0.6545592372369604,0.4664076047245746,5.0,41.0,1.0,5.0,0.938095238095238,0.7066700404858299,0.5874228140418678,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,6,True,0.05911659999947,0.0034730000006675,,,42.0,361.0,13.0,54.0,0.8744708110516934,0.6803688770082582,0.5051164150308307,3.0,39.0,2.0,8.0,0.7117516629711752,0.5012953475520321,0.3102409857909147,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,7,True,0.0630201999993005,0.0025419000012334,,,38.0,359.0,15.0,58.0,0.8515764260249554,0.6591532303182412,0.453400014792962,5.0,40.0,1.0,6.0,0.9068736141906872,0.7344067103425393,0.5498685971644742,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,8,True,0.0485644999989745,0.0023907999984658,,,38.0,359.0,15.0,58.0,0.8459920900178254,0.6375533486176359,0.453400014792962,5.0,41.0,0.0,6.0,0.8957871396895788,0.8784594193685102,0.6296970503676983,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,9,True,0.0535345000007509,0.0035787999986496,,,43.0,362.0,12.0,53.0,0.8477328431372549,0.6733212908309527,0.5215344451182783,2.0,39.0,2.0,9.0,0.8824833702882483,0.6092324342324342,0.2038977179351388,
kc2,LogisticRegression,Select Percentile (MI) + Scaling,10,True,0.0555202000014105,0.002438899999106,,,43.0,359.0,15.0,53.0,0.8702372994652406,0.6713598948083865,0.4998807124204784,4.0,39.0,2.0,7.0,0.7272727272727273,0.5125184268958972,0.4024811381306976,
kc2,LogisticRegression,Random Undersampling,1,False,0.2300696000002062,0.0033476999997219,0.596440315246582,0.0050821304321289,72.0,312.0,61.0,24.0,0.8544598972296695,0.6575528766668903,0.5249691747150645,7.0,33.0,9.0,4.0,0.8398268398268398,0.5829797607273174,0.3728659883645132,
kc2,LogisticRegression,Random Undersampling,2,False,0.1244251999996777,0.0038563999987673,,,75.0,293.0,80.0,21.0,0.8518906389633603,0.6037046598864053,0.4861478283873328,9.0,29.0,13.0,2.0,0.7878787878787878,0.5489454989454989,0.4186534622553655,
kc2,LogisticRegression,Random Undersampling,3,False,0.1400613999994675,0.0038178000013431,,,76.0,298.0,75.0,21.0,0.8362814737016665,0.6140639162458859,0.5047801506844691,7.0,33.0,9.0,3.0,0.8035714285714286,0.5650865800865801,0.4147575310031265,
kc2,LogisticRegression,Random Undersampling,4,False,0.1317698000002565,0.0029777999989164,,,69.0,308.0,65.0,28.0,0.845775406981565,0.6046571219713454,0.4814544230760445,9.0,35.0,7.0,1.0,0.9238095238095236,0.7332051282051282,0.6262025468086421,
kc2,LogisticRegression,Random Undersampling,5,False,0.1174680000003718,0.0030103999997663,,,72.0,309.0,64.0,25.0,0.8392664658246041,0.6133403958815457,0.5093250317221101,6.0,34.0,8.0,4.0,0.8547619047619046,0.5888652073732719,0.3638714534805853,
kc2,LogisticRegression,Random Undersampling,6,False,0.1311364000011963,0.0025295000014011,,,74.0,314.0,60.0,22.0,0.854779411764706,0.6377530338071471,0.5450895250076873,7.0,33.0,8.0,4.0,0.6629711751662971,0.5557309331627273,0.3977574419180947,
kc2,LogisticRegression,Random Undersampling,7,False,0.1369787999992695,0.002391300000454,,,74.0,306.0,68.0,22.0,0.8410483511586453,0.6008836369983093,0.5171503108485012,10.0,33.0,8.0,1.0,0.9046563192904656,0.7427052745234564,0.6129032012018271,
kc2,LogisticRegression,Random Undersampling,8,False,0.1223183999991306,0.0024263000013888,,,73.0,300.0,74.0,23.0,0.8424827317290552,0.6007694825361056,0.4891893816935215,11.0,35.0,6.0,0.0,0.9490022172949002,0.8423594379476733,0.7432141605074316,
kc2,LogisticRegression,Random Undersampling,9,False,0.1093147999999928,0.0023608999999851,,,68.0,309.0,65.0,28.0,0.849905303030303,0.6342561881391441,0.4784185896155098,9.0,36.0,5.0,2.0,0.8514412416851441,0.5905169513486728,0.6410406365520193,
kc2,LogisticRegression,Random Undersampling,10,False,0.0996611999999004,0.0034038000012515,,,75.0,310.0,64.0,21.0,0.8611853832442069,0.6239542056265722,0.5389770446199295,5.0,34.0,7.0,6.0,0.6873614190687362,0.4809731039569749,0.2751066446445239,
kc2,LogisticRegression,Random Undersampling + Scaling,1,True,0.0352762000002258,0.003989900000306,0.5979204177856445,0.0058021545410156,74.0,300.0,73.0,22.0,0.8500195487042002,0.6646317961046783,0.500223479457813,9.0,32.0,10.0,2.0,0.854978354978355,0.6194543273490642,0.4905661155442039,
kc2,LogisticRegression,Random Undersampling + Scaling,2,True,0.0098778999999922,0.003680500001792,,,78.0,291.0,82.0,18.0,0.8637036416443253,0.6506418802855184,0.5043790586058711,9.0,29.0,13.0,2.0,0.7683982683982684,0.5740789513516786,0.4186534622553655,
kc2,LogisticRegression,Random Undersampling + Scaling,3,True,0.0130470000003697,0.0039035999998304,,,76.0,297.0,76.0,21.0,0.8538044830159476,0.6448082189898132,0.5015878838880231,9.0,34.0,8.0,1.0,0.8583333333333334,0.6937997623291741,0.5961192357719242,
kc2,LogisticRegression,Random Undersampling + Scaling,4,True,0.0108691999994334,0.0042868000000453,,,75.0,301.0,72.0,22.0,0.8462729056687212,0.6236177578869161,0.5064457337789091,10.0,32.0,10.0,0.0,0.942857142857143,0.8065079365079365,0.6172133998483676,
kc2,LogisticRegression,Random Undersampling + Scaling,5,True,0.0138681000007636,0.0039418999986082,,,74.0,296.0,77.0,23.0,0.8434952046654323,0.6457950269826626,0.4822635018141895,8.0,34.0,8.0,2.0,0.9261904761904762,0.685718954248366,0.5204800389058843,
kc2,LogisticRegression,Random Undersampling + Scaling,6,True,0.0134930000003805,0.0025001000012707,,,75.0,302.0,72.0,21.0,0.8640819964349375,0.6651494778505209,0.5119558941597019,7.0,31.0,10.0,4.0,0.7272727272727273,0.5686396936396937,0.3416854711943257,
kc2,LogisticRegression,Random Undersampling + Scaling,7,True,0.0120053999999072,0.0029846999987057,,,74.0,295.0,79.0,22.0,0.8413547237076648,0.629865272733195,0.4814779528787415,9.0,31.0,10.0,2.0,0.8824833702882484,0.6971969696969698,0.4870546822274714,
kc2,LogisticRegression,Random Undersampling + Scaling,8,True,0.0103231000011874,0.0036381999998411,,,76.0,296.0,78.0,20.0,0.8471340240641712,0.6255335028412918,0.5008623539646434,10.0,35.0,6.0,1.0,0.8869179600886917,0.8548269911906274,0.6749303067321493,
kc2,LogisticRegression,Random Undersampling + Scaling,9,True,0.009716100001242,0.0023801000006642,,,70.0,301.0,73.0,26.0,0.8505180481283423,0.6516420837053808,0.467901144657794,8.0,35.0,6.0,3.0,0.8780487804878049,0.6628536446718265,0.5348810406899015,
kc2,LogisticRegression,Random Undersampling + Scaling,10,True,0.0100440999995043,0.0024490000014338,,,73.0,308.0,66.0,23.0,0.8638313279857397,0.6737827292270302,0.515849206496003,4.0,35.0,6.0,7.0,0.7095343680709535,0.5219557326058875,0.2251713644872949,
kc2,KNN,Baseline,1,,0.0172352999998111,0.0067844999994122,0.5949258804321289,0.0818595886230468,49.0,357.0,16.0,47.0,0.8899826854334227,0.667950281939622,0.5459388531543538,5.0,38.0,4.0,6.0,0.8160173160173161,0.4872775105849467,0.3880963044501099,
kc2,KNN,Baseline,2,,0.0071931000002223,0.0034168999991379,,,51.0,349.0,24.0,45.0,0.8910159740840036,0.6400851676743954,0.5139744408504162,6.0,38.0,4.0,5.0,0.7846320346320348,0.5396839010046557,0.4666681048718687,
kc2,KNN,Baseline,3,,0.0090691000004881,0.004067900001246,,,54.0,357.0,16.0,43.0,0.898372073740361,0.6857709675959291,0.5840635328543954,4.0,36.0,6.0,6.0,0.7583333333333333,0.4637362637362637,0.2571428571428571,
kc2,KNN,Baseline,4,,0.0088116999995691,0.0033487000000604,,,51.0,354.0,19.0,46.0,0.8802133716591581,0.6371477644981828,0.5397639319224591,5.0,40.0,2.0,5.0,0.8583333333333334,0.631005291005291,0.5223645292668042,
kc2,KNN,Baseline,5,,0.0091635000007954,0.0039844999992055,,,49.0,356.0,17.0,48.0,0.8872198115032752,0.6518972912247847,0.5353491068672386,4.0,39.0,3.0,6.0,0.8607142857142857,0.6092307692307692,0.3794016054674684,
kc2,KNN,Baseline,6,,0.0090077000004384,0.0036657000000559,,,53.0,356.0,18.0,43.0,0.9037990196078431,0.6901805165033198,0.5673454106813226,3.0,36.0,5.0,8.0,0.6297117516629711,0.3009070341423282,0.1706669039338537,
kc2,KNN,Baseline,7,,0.0065537000009499,0.0042698999986896,,,53.0,355.0,19.0,43.0,0.8921011586452763,0.660276085826484,0.5611061717005897,3.0,40.0,1.0,8.0,0.7039911308203992,0.4488011988011988,0.3806090734789258,
kc2,KNN,Baseline,8,,0.0068938000003981,0.0034754999996948,,,48.0,357.0,17.0,48.0,0.884024064171123,0.6523458980019697,0.5308411078583513,7.0,39.0,2.0,4.0,0.8669623059866962,0.6501554001554002,0.6343108212898084,
kc2,KNN,Baseline,9,,0.0067521999990276,0.0037393000002339,,,51.0,358.0,16.0,45.0,0.8928810160427807,0.6822312438574727,0.5632727269759055,2.0,38.0,3.0,9.0,0.779379157427938,0.4264190355099446,0.150512953502523,
kc2,KNN,Baseline,10,,0.0066645999995671,0.0033378999996784,,,56.0,354.0,20.0,40.0,0.910232843137255,0.696246092630993,0.5801970450443296,3.0,38.0,3.0,8.0,0.5443458980044346,0.3184537684537684,0.255093679096921,
kc2,KNN,Standard Scaling,1,,0.0213923999999678,0.0086165000011533,0.596440315246582,0.0826025009155273,54.0,354.0,19.0,42.0,0.8773737712243074,0.6649811888060149,0.5693495729484855,5.0,38.0,4.0,6.0,0.7445887445887447,0.5397560510768058,0.3880963044501099,
kc2,KNN,Standard Scaling,2,,0.0077439999986381,0.002774300000965,,,56.0,351.0,22.0,40.0,0.9059428060768544,0.7023326853798989,0.5681687772448963,8.0,39.0,3.0,3.0,0.8192640692640694,0.5709881582447418,0.6558441558441559,
kc2,KNN,Standard Scaling,3,,0.0088181000010081,0.0044730000008712,,,62.0,352.0,21.0,35.0,0.9025178961333296,0.7054026847364471,0.6186160378806463,6.0,37.0,5.0,4.0,0.7833333333333334,0.4315928515928516,0.4641287308819752,
kc2,KNN,Standard Scaling,4,,0.0081537000005482,0.0030735000000277,,,55.0,348.0,25.0,42.0,0.8980956855808298,0.6734920124031615,0.5384197559105705,7.0,39.0,3.0,3.0,0.8714285714285714,0.7682630272952853,0.6285714285714286,
kc2,KNN,Standard Scaling,5,,0.0072715999995125,0.0041622000007919,,,56.0,353.0,20.0,41.0,0.8961747878720875,0.6943641053369727,0.5756628267994446,7.0,37.0,5.0,3.0,0.8154761904761905,0.5308424908424909,0.5434311918885962,
kc2,KNN,Standard Scaling,6,,0.0100354000005609,0.0028353999987302,,,57.0,353.0,21.0,39.0,0.9115697415329768,0.715195806111089,0.5825598621318816,3.0,39.0,2.0,8.0,0.70509977827051,0.4415695415695415,0.3102409857909147,
kc2,KNN,Standard Scaling,7,,0.0092770999999629,0.0027346999995643,,,55.0,352.0,22.0,41.0,0.8853609625668449,0.6750214481811943,0.5599788009157134,4.0,39.0,2.0,7.0,0.902439024390244,0.6223776223776224,0.4024811381306976,
kc2,KNN,Standard Scaling,8,,0.009132999999565,0.0028008000008412,,,58.0,351.0,23.0,38.0,0.8574114304812834,0.6362344275501635,0.5792811453775181,6.0,40.0,1.0,5.0,0.79490022172949,0.6692196692196692,0.6234825664617498,
kc2,KNN,Standard Scaling,9,,0.0081552999999985,0.0041666000015538,,,54.0,360.0,14.0,42.0,0.9024481951871658,0.7076345829441438,0.6017533692220214,5.0,37.0,4.0,6.0,0.852549889135255,0.5363106590379317,0.3853737442553175,
kc2,KNN,Standard Scaling,10,,0.0088771999999153,0.004153199999564,,,59.0,345.0,29.0,37.0,0.8813920454545455,0.6628769920528131,0.5550187351606463,4.0,38.0,3.0,7.0,0.623059866962306,0.3844655344655344,0.3475583668361243,
