Dataset,Model,Preprocessor,Fold,Converged,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_PR_AUC,Test_MCC,Error_Log
kc2,GaussianNB,Standard Scaling,1,,0.0230848000010155,0.0042345999991084,0.5965070724487305,0.004429817199707,43.0,352.0,21.0,53.0,0.8463611483467383,0.6293308931489395,0.4602919747839525,4.0,36.0,6.0,7.0,0.8225108225108224,0.4907865960409585,0.2288468591198587,
kc2,GaussianNB,Standard Scaling,2,,0.0073671999998623,0.0040217999994638,,,39.0,354.0,19.0,57.0,0.8487488829311887,0.6225883132415085,0.4354763629013419,5.0,38.0,4.0,6.0,0.7943722943722944,0.6714268330769477,0.3880963044501099,
kc2,GaussianNB,Standard Scaling,3,,0.009922600000209,0.0034880000002885,,,40.0,352.0,21.0,57.0,0.8415328487327604,0.6183303799092802,0.4287954340913348,5.0,39.0,3.0,5.0,0.8404761904761905,0.6571794871794872,0.4681408379492694,
kc2,GaussianNB,Standard Scaling,4,,0.0067548000006354,0.003410299999814,,,39.0,352.0,21.0,58.0,0.8364196677814322,0.6109719580202633,0.4193237616631678,5.0,41.0,1.0,5.0,0.9047619047619048,0.7634539969834088,0.5874228140418678,
kc2,GaussianNB,Standard Scaling,5,,0.0092361000006349,0.003692600001159,,,38.0,351.0,22.0,59.0,0.8331582874989635,0.6172504705150625,0.4035697914008426,6.0,41.0,1.0,4.0,0.9297619047619048,0.7262193362193362,0.6653274530661402,
kc2,GaussianNB,Standard Scaling,6,,0.0068963000012445,0.0026207999999314,,,42.0,355.0,19.0,54.0,0.8580241755793226,0.6432259076737535,0.4638917146608142,2.0,38.0,3.0,9.0,0.7028824833702882,0.4951359601027006,0.150512953502523,
kc2,GaussianNB,Standard Scaling,7,,0.0063102999993134,0.0039710999990347,,,39.0,354.0,20.0,57.0,0.833765040106952,0.6150392761056628,0.4292607196390388,4.0,40.0,1.0,7.0,0.9113082039911308,0.7369632818162231,0.4699690180793065,
kc2,GaussianNB,Standard Scaling,8,,0.0068222999998397,0.0031347999993158,,,36.0,354.0,20.0,60.0,0.8310355392156864,0.6036500070212578,0.4001204203652717,7.0,40.0,1.0,4.0,0.91019955654102,0.7667987913203225,0.6927068453785828,
kc2,GaussianNB,Standard Scaling,9,,0.008277499999167,0.0026836999986699,,,41.0,353.0,21.0,55.0,0.8405748663101604,0.6350756842433269,0.4419179748028164,3.0,39.0,2.0,8.0,0.8647450110864745,0.5527519645554836,0.3102409857909147,
kc2,GaussianNB,Standard Scaling,10,,0.0094636999983777,0.002861800001483,,,49.0,345.0,29.0,47.0,0.8589432932263814,0.6277284091686381,0.4690780943556991,4.0,39.0,2.0,7.0,0.6995565410199557,0.4698033321382497,0.4024811381306976,
kc2,GaussianNB,MinMax Scaling,1,,0.0212113000015961,0.0040810000009514,0.5964593887329102,0.0048284530639648,43.0,352.0,21.0,53.0,0.8463611483467383,0.6293308931489395,0.4602919747839525,4.0,36.0,6.0,7.0,0.8225108225108224,0.4907865960409585,0.2288468591198587,
kc2,GaussianNB,MinMax Scaling,2,,0.0074389999990671,0.0040719999997236,,,39.0,354.0,19.0,57.0,0.8487488829311887,0.6225883132415085,0.4354763629013419,5.0,38.0,4.0,6.0,0.7943722943722944,0.6714268330769477,0.3880963044501099,
kc2,GaussianNB,MinMax Scaling,3,,0.009925899999871,0.0040079000009427,,,40.0,352.0,21.0,57.0,0.8415328487327604,0.6183303799092802,0.4287954340913348,5.0,39.0,3.0,5.0,0.8404761904761905,0.6571794871794872,0.4681408379492694,
kc2,GaussianNB,MinMax Scaling,4,,0.0068078999993304,0.0041353000015078,,,39.0,352.0,21.0,58.0,0.8364196677814322,0.6109719580202633,0.4193237616631678,5.0,41.0,1.0,5.0,0.9047619047619048,0.7634539969834088,0.5874228140418678,
kc2,GaussianNB,MinMax Scaling,5,,0.0088964999995369,0.0026182999990851,,,38.0,351.0,22.0,59.0,0.8331582874989635,0.6172504705150625,0.4035697914008426,6.0,41.0,1.0,4.0,0.9297619047619048,0.7262193362193362,0.6653274530661402,
