Dataset,Model,Preprocessor,Perspective,Fold,Converged,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_PR_AUC,Test_MCC,Error_Log
cylinder-bands,GNB,Standard Scaling,Equity,9,,0.0594264999963343,0.0237047000555321,,,79,272,8,127,0.8378467406380029,0.8152746054683259,0.457511034280269,10,31,1,12,0.7826704545454546,0.77227299301099,0.5164156131717749,
cylinder-bands,GNB,Standard Scaling,Equity,10,,0.0577333000255748,0.015678699943237,,,80,273,7,126,0.8482662968099861,0.8304168098368534,0.468372228235926,7,30,2,15,0.8252840909090909,0.8003611496174458,0.3370999312316211,
cylinder-bands,GNB,MinMax Scaling,Equality,1,,0.0546435998985543,0.0086423000320792,0.7910900115966797,0.0102558135986328,70,264,17,135,0.8153111709053035,0.7546355260830461,0.3619399642049053,7,29,2,16,0.8274894810659187,0.811833176196588,0.3182173346783006,
cylinder-bands,GNB,MinMax Scaling,Equality,2,,0.0210631999652832,0.008998499950394,,,72,271,10,133,0.8469577293637705,0.8045937960667053,0.4162113835817869,3,26,5,20,0.6016830294530154,0.4925714972927882,-0.0429490939629244,
cylinder-bands,GNB,MinMax Scaling,Equality,3,,0.0205570000689476,0.0088318999623879,,,55,269,12,150,0.7988369065185313,0.7466124023946417,0.3231482292902705,9,29,2,14,0.7741935483870968,0.724861843073713,0.4012181635403323,
cylinder-bands,GNB,MinMax Scaling,Equality,4,,0.0218992000445723,0.0093145000282675,,,53,270,11,152,0.8394323409426265,0.7946351859536029,0.3204070386845609,6,30,1,17,0.82328190743338,0.773413582652067,0.3365463544234306,
cylinder-bands,GNB,MinMax Scaling,Equality,5,,0.0242516000289469,0.005710499943234,,,69,270,11,136,0.8324103810433122,0.7713469972324317,0.3961144284050608,7,27,4,16,0.7237026647966339,0.6343700006310107,0.2152457958907362,
cylinder-bands,GNB,MinMax Scaling,Equality,6,,0.018126800074242,0.0087920000078156,,,87,255,26,118,0.8159708358649422,0.7548921079027915,0.3879680947036665,12,29,2,11,0.7924263674614305,0.7986254552808252,0.5159157919543637,
cylinder-bands,GNB,MinMax Scaling,Equality,7,,0.0248967000516131,0.0088088000193238,,,60,267,14,145,0.8298932384341637,0.7827371316250558,0.3338283040688878,5,30,1,18,0.6409537166900421,0.6462999765027261,0.2912949277328068,
cylinder-bands,GNB,MinMax Scaling,Equality,8,,0.0175778999691829,0.0065047000534832,,,67,269,12,138,0.8314382432080549,0.778884466929872,0.3803016780253211,4,30,1,19,0.8148667601683028,0.7461079348798009,0.2416537654323936,
cylinder-bands,GNB,MinMax Scaling,Equality,9,,0.0230910999234765,0.0064255000324919,,,67,265,15,139,0.8194174757281553,0.7623599948124873,0.358474907921759,9,31,1,13,0.8451704545454546,0.8212997628368441,0.4779351463663573,
cylinder-bands,GNB,MinMax Scaling,Equality,10,,0.0184806000906974,0.0057557999389246,,,56,270,10,150,0.8345873786407767,0.7747493796312074,0.3406182150344852,7,30,2,15,0.8018465909090909,0.7404088885557012,0.3370999312316211,
cylinder-bands,GNB,MinMax Scaling,Equity,1,,0.1082011999096721,0.0176995999645441,0.7920331954956055,0.1440114974975586,78,272,9,127,0.8333477996701675,0.8121902712671312,0.4488860612595035,9,30,1,14,0.8779803646563815,0.8606325197799758,0.4570554186791526,
cylinder-bands,GNB,MinMax Scaling,Equity,2,,0.0500335999531671,0.0244826000416651,,,96,271,10,109,0.8565749500911379,0.8454610731149365,0.5174611737299696,3,29,2,20,0.6072931276297335,0.553673712410317,0.1124527423299257,
