Dataset,Model,Preprocessor,Perspective,Fold,Converged,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_PR_AUC,Test_MCC,Error_Log
pc3,GNB,Baseline,Equality,1,,0.0233318000100553,0.0040154999587684,2.649932861328125,0.0048551559448242,82,1057,205,62,0.7908192463461878,0.2982994093100796,0.3061635428480568,9,120,21,7,0.8178191489361701,0.2834461646428868,0.3182362207170075,
pc3,GNB,Baseline,Equality,2,,0.0108083999948576,0.0052816999377682,,,137,102,1160,7,0.7732572856136644,0.3123076293502507,0.0365223368396772,14,5,136,2,0.62322695035461,0.2411538082209432,-0.1312463312235508,
pc3,GNB,Baseline,Equality,3,,0.0140825000125914,0.0047755000414326,,,137,134,1128,7,0.7690091785525621,0.3080328144337726,0.0581097454623242,14,18,123,2,0.7349290780141845,0.3189544996950516,0.0024132728185053,
pc3,GNB,Baseline,Equality,4,,0.0143363999668508,0.0048943000147119,,,136,121,1142,8,0.7720567212105216,0.305712815600428,0.0422734680045892,15,15,125,1,0.675,0.2852044433686539,0.0446428571428571,
pc3,GNB,Baseline,Equality,5,,0.013267199974507,0.0033446999732404,,,136,123,1140,8,0.7507890164511305,0.2869132943385803,0.0436341577686702,16,10,130,0,0.9227678571428573,0.5203852754679961,0.0884747910407617,
pc3,GNB,Baseline,Equality,6,,0.0146055000368505,0.003406900097616,,,135,147,1116,9,0.7689281472684085,0.3026281867626313,0.0520231342686919,16,20,120,0,0.75,0.3675796187594864,0.1296407447104328,
pc3,GNB,Baseline,Equality,7,,0.0144570999545976,0.0032595000229775,,,134,183,1080,10,0.7634022829242544,0.3090090007772914,0.066473186179818,16,29,111,0,0.8093750000000001,0.3083058042928709,0.1615448479765341,
pc3,GNB,Baseline,Equality,8,,0.0130015999311581,0.004292199970223,,,134,180,1083,10,0.767622283803994,0.305526877669585,0.0648067093371633,15,23,117,1,0.6870535714285715,0.2365023761683381,0.0855890589560781,
pc3,GNB,Baseline,Equality,9,,0.0100652000401169,0.003007199964486,,,132,221,1042,12,0.760884028327615,0.294500484664377,0.0747288951731061,16,19,121,0,0.8633928571428571,0.4172797129827256,0.1258961619235069,
pc3,GNB,Baseline,Equality,10,,0.0117046000668779,0.0029167999746277,,,137,88,1175,7,0.7613074030087095,0.3022778903944785,0.0254448860607627,14,11,129,2,0.7276785714285714,0.3040984437446749,-0.0509647191437625,
pc3,GNB,Baseline,Equity,1,,0.1058118999935686,0.014237800030969,2.651273727416992,0.2950649261474609,122,750,512,22,0.7858282708223279,0.3040537589655548,0.2690326980643087,15,89,52,1,0.8315602836879432,0.3045943455320798,0.3478551621526639,
pc3,GNB,Baseline,Equity,2,,0.1031300000613555,0.0216078999219462,,,125,750,512,19,0.7906569158302518,0.2899978982972906,0.2816107345479576,12,88,53,4,0.7655141843971631,0.3898249360659153,0.229785334260213,
pc3,GNB,Baseline,Equity,3,,0.1039946000091731,0.0213387999683618,,,123,759,503,21,0.7886429168867759,0.2909895689416226,0.277941549011982,14,89,52,2,0.799645390070922,0.3219785838595794,0.3102443580100911,
