Dataset,Model,Preprocessor,Fold,Converged,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_PR_AUC,Test_MCC,Error_Log
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,3,True,0.0116026000014244,0.0036409999993338,,,23.0,444.0,1.0,18.0,0.971773088517402,0.8771751670193377,0.7167143282176431,3.0,49.0,0.0,2.0,0.9755102040816328,0.8599999999999999,0.7592566023652967,
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,4,True,0.008780399999523,0.0036887000005663,,,25.0,444.0,1.0,16.0,0.9722663743491368,0.8922074540212065,0.7503415454305503,3.0,48.0,1.0,2.0,0.9510204081632652,0.8,0.6414906110627284,
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,5,True,0.0113194999994448,0.0036540999990393,,,24.0,444.0,1.0,17.0,0.9719375171279804,0.8696858875159467,0.733682918496888,3.0,49.0,0.0,2.0,0.9755102040816328,0.8599999999999999,0.7592566023652967,
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,6,True,0.0118020999998407,0.0032082999987324,,,25.0,444.0,1.0,16.0,0.9734173746231845,0.8878758982017156,0.7503415454305503,3.0,47.0,2.0,2.0,0.9591836734693878,0.7976190476190477,0.5591836734693878,
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,7,True,0.0112946000008378,0.0024481999989802,,,27.0,443.0,1.0,15.0,0.9882024882024882,0.91792380557949,0.772493129415551,1.0,48.0,2.0,3.0,0.7650000000000001,0.4972222222222222,0.2400980191995123,
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,8,True,0.0086774000010336,0.0024782000000413,,,26.0,443.0,1.0,16.0,0.9714178464178465,0.882668726240971,0.756604653608717,1.0,50.0,0.0,3.0,0.96,0.7041666666666666,0.485642931178632,
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,9,True,0.0109565000002476,0.0035910999995394,,,24.0,443.0,1.0,18.0,0.970988845988846,0.8776569465818941,0.7240065346319745,3.0,49.0,1.0,1.0,0.985,0.8541666666666666,0.73,
climate-model-simulation-crashes,LogisticRegression,Uniform Binning + Scaling,10,True,0.0112472999990131,0.0030286999990494,,,27.0,443.0,1.0,15.0,0.9754933504933504,0.903815482172448,0.772493129415551,1.0,50.0,0.0,3.0,0.955,0.7708333333333333,0.485642931178632,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,1,True,0.0347853999992366,0.0037511999998969,0.5392036437988281,0.004927635192871,25.0,442.0,3.0,16.0,0.969909564264182,0.8562566792061485,0.7192633842204833,5.0,49.0,0.0,0.0,1.0,1.0,1.0,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,2,True,0.0156575000000884,0.0031340000005002,,,28.0,444.0,1.0,13.0,0.974952041655248,0.9043558963924636,0.7986520196435211,3.0,49.0,0.0,2.0,0.9551020408163264,0.7797979797979797,0.7592566023652967,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,3,True,0.0167712000002211,0.0035655000010592,,,25.0,444.0,1.0,16.0,0.9696355165798848,0.8809760169754187,0.7503415454305503,3.0,49.0,0.0,2.0,0.9836734693877552,0.885,0.7592566023652967,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,4,True,0.0154701999999815,0.0036127999992459,,,28.0,442.0,3.0,13.0,0.9739654699917784,0.8962369929107593,0.7690438184028358,3.0,48.0,1.0,2.0,0.96734693877551,0.8242424242424242,0.6414906110627284,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,5,True,0.0148896999999124,0.0037646000000677,,,26.0,442.0,3.0,15.0,0.9733077555494656,0.8812987443576086,0.7361437852370871,3.0,48.0,1.0,2.0,0.9714285714285714,0.8333333333333333,0.6414906110627284,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,6,True,0.0129990999994333,0.0033479000012448,,,25.0,443.0,2.0,16.0,0.9734721841600438,0.8827887488049634,0.7343902687175482,3.0,47.0,2.0,2.0,0.9632653061224492,0.8166666666666667,0.5591836734693878,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,7,True,0.0173176000007515,0.0036089999994146,,,30.0,442.0,2.0,12.0,0.9895967395967395,0.928627781751768,0.8041511968202704,1.0,48.0,2.0,3.0,0.7450000000000001,0.4954081632653061,0.2400980191995123,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,8,True,0.0168465999995532,0.0022306000009848,,,28.0,442.0,2.0,14.0,0.9703453453453452,0.8923111085915775,0.7731031483260405,1.0,49.0,1.0,3.0,0.925,0.6629901960784313,0.3189526128295067,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,9,True,0.0136946000002353,0.0035198999994463,,,25.0,443.0,1.0,17.0,0.9699163449163448,0.8850019296589369,0.7404485133899537,3.0,49.0,1.0,1.0,0.985,0.8541666666666666,0.73,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning,10,True,0.0109639000002061,0.0022186999995028,,,27.0,442.0,2.0,15.0,0.9776383526383526,0.9123335348298548,0.7572158377015457,1.0,50.0,0.0,3.0,0.955,0.8269230769230769,0.485642931178632,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,1,True,0.0337445999994088,0.0044201000000612,0.5406131744384766,0.0056047439575195,24.0,444.0,1.0,17.0,0.969525897506166,0.8560476947339365,0.733682918496888,4.0,49.0,0.0,1.0,1.0,1.0,0.8854377448471462,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,2,True,0.0129276999996363,0.0024004999995668,,,27.0,445.0,0.0,14.0,0.9744039462866538,0.9040630035959416,0.7990309769665256,2.0,49.0,0.0,3.0,0.9551020408163264,0.7797979797979797,0.6139406135149205,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,3,True,0.0150309000000561,0.0025251000006392,,,25.0,444.0,1.0,16.0,0.969251849821869,0.8790609699720766,0.7503415454305503,3.0,49.0,0.0,2.0,0.9836734693877552,0.885,0.7592566023652967,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,4,True,0.0122702999997272,0.0026366000001871,,,26.0,444.0,1.0,15.0,0.9731981364757468,0.8934599540022959,0.766710622842037,3.0,48.0,1.0,2.0,0.9632653061224492,0.8166666666666667,0.6414906110627284,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,5,True,0.0132391999995888,0.0026006999996752,,,24.0,442.0,3.0,17.0,0.973252946012606,0.8827474545572415,0.7020699145930596,3.0,48.0,1.0,2.0,0.9714285714285714,0.8333333333333333,0.6414906110627284,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,6,True,0.0142341999999189,0.0023603999998158,,,24.0,444.0,1.0,17.0,0.9733625650863252,0.8840814615875102,0.733682918496888,3.0,48.0,1.0,2.0,0.96734693877551,0.8242424242424242,0.6414906110627284,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,7,True,0.0157228000007307,0.0023541999998997,,,29.0,442.0,2.0,13.0,0.989060489060489,0.9242624511706994,0.7887434672561787,1.0,49.0,1.0,3.0,0.7450000000000001,0.4954081632653061,0.3189526128295067,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,8,True,0.0115425000003597,0.0024111000002449,,,27.0,442.0,2.0,15.0,0.9697018447018446,0.891829931390252,0.7572158377015457,1.0,50.0,0.0,3.0,0.915,0.6567982456140351,0.485642931178632,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,9,True,0.0099240999988978,0.0023574000006192,,,25.0,443.0,1.0,17.0,0.9695409695409696,0.8833260344516387,0.7404485133899537,3.0,49.0,1.0,1.0,0.985,0.8541666666666666,0.73,
climate-model-simulation-crashes,LogisticRegression,Quantile Binning + Scaling,10,True,0.0102563000000373,0.0024028999996517,,,27.0,443.0,1.0,15.0,0.9767803517803516,0.9117479943672996,0.772493129415551,1.0,50.0,0.0,3.0,0.955,0.8269230769230769,0.485642931178632,
climate-model-simulation-crashes,LogisticRegression,SMOTE,1,True,0.0426869000002625,0.0034716999998636,0.5936737060546875,0.00933837890625,38.0,403.0,42.0,3.0,0.968594135379556,0.8517360389814165,0.6239081292478572,5.0,40.0,9.0,0.0,1.0,1.0,0.5399492471560389,
climate-model-simulation-crashes,LogisticRegression,SMOTE,2,True,0.0097698999998101,0.0033449000002292,,,38.0,405.0,40.0,3.0,0.9679912304741026,0.892435995968081,0.6337087741969226,5.0,45.0,4.0,0.0,0.9877551020408164,0.8766666666666667,0.7142857142857143,
climate-model-simulation-crashes,LogisticRegression,SMOTE,3,True,0.0134820999992371,0.0027659000006678,,,37.0,398.0,47.0,4.0,0.97007399287476,0.8595840591373844,0.585706523425019,4.0,44.0,5.0,1.0,0.96734693877551,0.800909090909091,0.5428571428571428,
climate-model-simulation-crashes,LogisticRegression,SMOTE,4,True,0.0098428000001149,0.0033015999997587,,,38.0,409.0,36.0,3.0,0.9707865168539326,0.9047117207622816,0.6543981971298461,4.0,44.0,5.0,1.0,0.9510204081632654,0.7412087912087912,0.5428571428571428,
climate-model-simulation-crashes,LogisticRegression,SMOTE,5,True,0.0133888000000297,0.0033614000003581,,,38.0,414.0,31.0,3.0,0.9734173746231845,0.9044351631428796,0.6825657195368912,4.0,42.0,7.0,1.0,0.946938775510204,0.75,0.4729467696627823,
climate-model-simulation-crashes,LogisticRegression,SMOTE,6,True,0.0102150000002438,0.0033963999994739,,,38.0,404.0,41.0,3.0,0.970731707317073,0.8848553302187214,0.628765497639727,5.0,41.0,8.0,0.0,0.9836734693877552,0.911111111111111,0.5672927252369365,
climate-model-simulation-crashes,LogisticRegression,SMOTE,7,True,0.0121082999994541,0.0022226000000955,,,40.0,412.0,32.0,2.0,0.9873444873444874,0.9180473530587144,0.6962814008399301,3.0,45.0,5.0,1.0,0.775,0.6712765957446809,0.4791863575034156,
climate-model-simulation-crashes,LogisticRegression,SMOTE,8,True,0.0129304000001866,0.0027191999997739,,,40.0,413.0,31.0,2.0,0.9750107250107248,0.8898127578034527,0.7021141166563419,2.0,48.0,2.0,2.0,0.89,0.5704545454545454,0.46,
climate-model-simulation-crashes,LogisticRegression,SMOTE,9,True,0.0111555000003136,0.0032863999986147,,,39.0,403.0,41.0,3.0,0.972919347919348,0.8843161139017632,0.6336265831543169,4.0,45.0,5.0,0.0,0.98,0.875,0.6324555320336759,
climate-model-simulation-crashes,LogisticRegression,SMOTE,10,True,0.0107367000000522,0.003340000001117,,,40.0,400.0,44.0,2.0,0.9727048477048476,0.8962232917722853,0.6340973968479264,3.0,49.0,1.0,1.0,0.95,0.8214285714285714,0.73,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,1,True,0.0379035999994812,0.0037661999995179,0.5965585708618164,0.0099916458129882,38.0,407.0,38.0,3.0,0.9690326116744312,0.8330148438099815,0.6438642373048703,5.0,40.0,9.0,0.0,1.0,1.0,0.5399492471560389,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,2,True,0.0095935000008466,0.0033738000001903,,,38.0,416.0,29.0,3.0,0.9725952315702932,0.9033572016072102,0.6946464506858305,5.0,47.0,2.0,0.0,0.9877551020408164,0.8766666666666667,0.8277265220682958,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,3,True,0.0132080000003043,0.0035787999986496,,,36.0,403.0,42.0,5.0,0.9693066593587284,0.8374279559299397,0.5933705339533464,4.0,44.0,5.0,1.0,0.9673469387755104,0.7833333333333332,0.5428571428571428,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,4,True,0.0121443999996699,0.0034009999999398,,,38.0,418.0,27.0,3.0,0.973252946012606,0.903073138082816,0.707244990555581,4.0,46.0,3.0,1.0,0.96734693877551,0.800909090909091,0.6375255340185597,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,5,True,0.0131619000003411,0.0032940000000962,,,38.0,424.0,21.0,3.0,0.9767059468347492,0.9191159051677482,0.74857634598404,4.0,43.0,6.0,1.0,0.946938775510204,0.75,0.5055902702147334,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,6,True,0.0110633000003872,0.002646699998877,,,38.0,415.0,30.0,3.0,0.973636612770622,0.8843757784878485,0.6885437290096466,5.0,43.0,6.0,0.0,0.979591836734694,0.8999999999999999,0.6315748787422248,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,7,True,0.0137350999993941,0.002728900000875,,,40.0,428.0,16.0,2.0,0.9905619905619906,0.9233962896298616,0.8063932128466629,3.0,46.0,4.0,1.0,0.785,0.7092391304347826,0.5223863876422519,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,8,True,0.0123899999998684,0.0038399999993998,,,40.0,416.0,28.0,2.0,0.977048477048477,0.8855785191734808,0.7203284394418468,2.0,48.0,2.0,2.0,0.88,0.567287784679089,0.46,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,9,True,0.0100628000000142,0.0034288000006199,,,38.0,405.0,39.0,4.0,0.9728120978120978,0.8720023786760233,0.6286237780275497,4.0,45.0,5.0,0.0,0.975,0.8611111111111112,0.6324555320336759,
climate-model-simulation-crashes,LogisticRegression,SMOTE + Scaling,10,True,0.0130320999996911,0.0021550000001298,,,40.0,408.0,36.0,2.0,0.9733483483483484,0.8804008177343993,0.6740390466114539,3.0,49.0,1.0,1.0,0.945,0.8166666666666667,0.73,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),1,True,0.1178782999995746,0.0033441000014136,0.5576076507568359,0.0034236907958984,9.0,445.0,0.0,32.0,0.9579062756919704,0.8462101230209105,0.4525328829204041,3.0,49.0,0.0,2.0,1.0,1.0,0.7592566023652967,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),2,True,0.053160100000241,0.0034035999997286,,,11.0,445.0,0.0,30.0,0.9591120855028774,0.8601595596610964,0.5013460699954391,1.0,49.0,0.0,4.0,0.9877551020408164,0.925,0.4300065817837658,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),3,True,0.0577496999994764,0.0021472000007634,,,11.0,445.0,0.0,30.0,0.9609756097560976,0.8472373583518286,0.5013460699954391,1.0,49.0,0.0,4.0,0.9959183673469388,0.9666666666666666,0.4300065817837658,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),4,True,0.0488873999984207,0.0032191999998758,,,13.0,445.0,0.0,28.0,0.9605919429980816,0.8683597367794831,0.546171686904715,1.0,49.0,0.0,4.0,0.9428571428571428,0.7921568627450979,0.4300065817837658,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),5,True,0.0580105999997613,0.0032042000002547,,,11.0,445.0,0.0,30.0,0.9643189915045216,0.876575832276961,0.5013460699954391,2.0,49.0,0.0,3.0,0.979591836734694,0.8711111111111112,0.6139406135149205,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),6,True,0.0476342999991175,0.002235500000097,,,11.0,445.0,0.0,30.0,0.9622910386407234,0.8596060940631176,0.5013460699954391,2.0,49.0,0.0,3.0,0.9755102040816328,0.8444444444444443,0.6139406135149205,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),7,True,0.0478610000009211,0.0021576000017375,,,14.0,444.0,0.0,28.0,0.9818211068211068,0.8728609881926261,0.5599636792095523,0.0,50.0,0.0,4.0,0.75,0.5862745098039216,0.0,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),8,True,0.0560654000000795,0.0032617000015306,,,15.0,444.0,0.0,27.0,0.9624088374088374,0.8734857416869117,0.580232453183226,0.0,50.0,0.0,4.0,0.935,0.5,0.0,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),9,True,0.05176930000016,0.0021396000011009,,,11.0,444.0,0.0,31.0,0.9611754611754612,0.8609571237749202,0.4947848320989518,1.0,50.0,0.0,3.0,0.975,0.8125,0.485642931178632,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI),10,True,0.0439144000010855,0.0040305000002263,,,11.0,444.0,0.0,31.0,0.9642857142857144,0.8790609415688551,0.4947848320989518,1.0,50.0,0.0,3.0,0.945,0.69375,0.485642931178632,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,1,True,0.1219775000008667,0.0040114000003086,0.5596895217895508,0.0038824081420898,22.0,442.0,3.0,19.0,0.9592217045765964,0.8487471967389222,0.6666522016269778,5.0,49.0,0.0,0.0,1.0,1.0,1.0,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,2,True,0.053041099999973,0.0035036999997828,,,26.0,444.0,1.0,15.0,0.9604823239243628,0.8671849783738947,0.766710622842037,2.0,49.0,0.0,3.0,0.9918367346938776,0.9266666666666664,0.6139406135149205,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,3,True,0.0548236000013275,0.0033194000006915,,,27.0,443.0,2.0,14.0,0.9620169909564265,0.8569314979773088,0.7673979024403041,4.0,49.0,0.0,1.0,0.9959183673469388,0.9666666666666666,0.8854377448471462,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,4,True,0.0571391000012226,0.002274500000567,,,26.0,441.0,4.0,15.0,0.9620169909564265,0.8734081067449905,0.7219687249241798,3.0,47.0,2.0,2.0,0.9306122448979592,0.7359649122807017,0.5591836734693878,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,5,True,0.0524647000002005,0.0032509000011486,,,26.0,443.0,2.0,15.0,0.9653603727048506,0.8812905862349653,0.7510359714529097,4.0,47.0,2.0,1.0,0.9755102040816328,0.8444444444444443,0.7002186247515697,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,6,True,0.0495501000004878,0.0023421000005328,,,26.0,442.0,3.0,15.0,0.9630583721567552,0.8568216203609912,0.7361437852370871,3.0,48.0,1.0,2.0,0.9755102040816328,0.8392857142857142,0.6414906110627284,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,7,True,0.0577269999994314,0.0035936000003857,,,29.0,440.0,4.0,13.0,0.9835907335907336,0.8857856859955148,0.7611232788016742,2.0,48.0,2.0,2.0,0.745,0.544607843137255,0.46,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,8,True,0.0562088999995467,0.002433600000586,,,28.0,442.0,2.0,14.0,0.9644465894465896,0.8794773055811396,0.7731031483260405,0.0,49.0,1.0,4.0,0.94,0.525,-0.0388514344942905,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,9,True,0.0405158000012306,0.0032585000008111,,,28.0,442.0,2.0,14.0,0.9626233376233376,0.8678725479057413,0.7731031483260405,2.0,49.0,1.0,2.0,0.97,0.7986111111111112,0.5487954724560282,
climate-model-simulation-crashes,LogisticRegression,Select Percentile (MI) + Scaling,10,True,0.0394109000008029,0.0033806999999796,,,29.0,442.0,2.0,13.0,0.9658408408408408,0.8836064884381926,0.7887434672561787,2.0,50.0,0.0,2.0,0.945,0.69375,0.6933752452815364,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,1,True,0.0379463000008399,0.0031306000000768,0.5391864776611328,0.0040969848632812,39.0,361.0,84.0,2.0,0.9622910386407234,0.8410001053364097,0.4873944152062249,5.0,38.0,11.0,0.0,1.0,1.0,0.4922874554317936,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,2,True,0.0097088000002258,0.0033733000000211,,,39.0,340.0,105.0,2.0,0.9553850369964374,0.7408325106193094,0.4353557439168301,5.0,42.0,7.0,0.0,0.9673469387755104,0.7116666666666667,0.5976143046671969,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,3,True,0.0137639000004128,0.0031242000004567,,,40.0,366.0,79.0,1.0,0.9564812277336256,0.7873654799443868,0.5158373149548192,5.0,38.0,11.0,0.0,0.9755102040816328,0.8211111111111111,0.4922874554317936,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,4,True,0.0092442999994091,0.0033161000010295,,,39.0,348.0,97.0,2.0,0.9569745135653605,0.7781100238728226,0.4539581122941228,3.0,38.0,11.0,2.0,0.8693877551020408,0.6879227053140097,0.2483766536917779,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,5,True,0.0121354999992036,0.0033048999994207,,,40.0,366.0,79.0,1.0,0.9674979446423676,0.8875409649325048,0.5158373149548192,5.0,36.0,13.0,0.0,0.9551020408163264,0.7912087912087913,0.4517539514526256,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,6,True,0.0090959999997721,0.0034425000012561,,,40.0,336.0,109.0,1.0,0.9576322280076732,0.7777690564880081,0.4404358987590772,5.0,38.0,11.0,0.0,0.9918367346938776,0.9266666666666664,0.4922874554317936,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,7,True,0.0101343000005726,0.0021520999998756,,,40.0,379.0,65.0,2.0,0.97506435006435,0.8563621742520487,0.5502825143101518,3.0,45.0,5.0,1.0,0.78,0.5013888888888889,0.4791863575034156,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,8,True,0.0095727999996597,0.0032000999999581,,,40.0,370.0,74.0,2.0,0.9633204633204632,0.8357656201588003,0.5210229867331589,3.0,44.0,6.0,1.0,0.895,0.3888888888888889,0.4427188724235731,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,9,True,0.0077459000003727,0.0025869999990391,,,40.0,372.0,72.0,2.0,0.9518447018447018,0.7354181236147554,0.5272525273292291,4.0,42.0,8.0,0.0,0.985,0.8928571428571428,0.5291502622129182,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling,10,True,0.0110865000006015,0.0021120000001246,,,41.0,361.0,83.0,1.0,0.9553839553839554,0.7911926807805999,0.5087067970744213,4.0,40.0,10.0,0.0,0.955,0.740909090909091,0.4780914437337574,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,1,True,0.0321564000005309,0.003743300001588,0.540618896484375,0.0047483444213867,39.0,366.0,79.0,2.0,0.9583447519868458,0.7526302676934477,0.5015044636821667,5.0,35.0,14.0,0.0,1.0,1.0,0.43355498476206,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,2,True,0.0122559999999793,0.003335600000355,,,40.0,334.0,111.0,1.0,0.9391066045491916,0.611490819732655,0.4361142616827916,5.0,41.0,8.0,0.0,0.963265306122449,0.7742424242424242,0.5672927252369365,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,3,True,0.0102165000007516,0.0027348999992682,,,39.0,375.0,70.0,2.0,0.957851466155111,0.7692661449088527,0.529008489488388,5.0,37.0,12.0,0.0,0.9673469387755104,0.8433333333333333,0.4712630216070572,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,4,True,0.0113137000007554,0.0033846000005723,,,40.0,358.0,87.0,1.0,0.9533570841326392,0.629347648530284,0.493486675319889,3.0,40.0,9.0,2.0,0.889795918367347,0.6088888888888888,0.290269805124067,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,5,True,0.0113891000000876,0.0022738999996363,,,40.0,376.0,69.0,1.0,0.9694710879693066,0.8271868699100309,0.5467577560324927,4.0,36.0,13.0,1.0,0.9061224489795918,0.6326315789473684,0.3337051666514837,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,6,True,0.0082970999992539,0.0033250000014959,,,40.0,354.0,91.0,1.0,0.957467799397095,0.717969943545249,0.4829937060357538,5.0,37.0,12.0,0.0,0.9673469387755104,0.8111111111111111,0.4712630216070572,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,7,True,0.0115509000006568,0.0034424000004946,,,40.0,389.0,55.0,2.0,0.9777456027456028,0.8377974650108666,0.587032535569869,3.0,46.0,4.0,1.0,0.79,0.4410569105691057,0.5223863876422519,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,8,True,0.0106357000004209,0.0022054000000935,,,41.0,364.0,80.0,1.0,0.9653045903045904,0.7931806872554702,0.5172442816205595,3.0,43.0,7.0,1.0,0.8400000000000001,0.3066666666666666,0.4112619161025777,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,9,True,0.010132400000657,0.0031770000005053,,,38.0,374.0,70.0,4.0,0.9517374517374516,0.7287482147317357,0.5049397467235973,4.0,42.0,8.0,0.0,0.965,0.7875,0.5291502622129182,
climate-model-simulation-crashes,LogisticRegression,Random Undersampling + Scaling,10,True,0.0121608999997988,0.0021789000002172,,,41.0,375.0,69.0,1.0,0.9528635778635778,0.7307959360791659,0.551131601263197,4.0,42.0,8.0,0.0,0.94,0.6904761904761905,0.5291502622129182,
climate-model-simulation-crashes,KNN,Baseline,1,,0.0158861999989312,0.0068197999989934,0.5377616882324219,0.0734663009643554,14.0,441.0,4.0,27.0,0.957467799397095,0.6236320028705514,0.489295580463413,2.0,48.0,1.0,3.0,0.8387755102040817,0.4749287749287749,0.4803460137413101,
climate-model-simulation-crashes,KNN,Baseline,2,,0.0063062999997782,0.0032866000001376,,,14.0,444.0,1.0,27.0,0.9644286105782406,0.6823517747372596,0.5451204387205227,2.0,48.0,1.0,3.0,0.8428571428571429,0.508994708994709,0.4803460137413101,
climate-model-simulation-crashes,KNN,Baseline,3,,0.0069824000001972,0.0030050000004848,,,13.0,443.0,2.0,28.0,0.96355165798849,0.6553404522922882,0.5023140833774666,1.0,49.0,0.0,4.0,0.8367346938775511,0.4367003367003367,0.4300065817837658,
climate-model-simulation-crashes,KNN,Baseline,4,,0.0061149999983172,0.0038185000012163,,,13.0,445.0,0.0,28.0,0.9679912304741024,0.711602360170759,0.546171686904715,0.0,47.0,2.0,5.0,0.6938775510204082,0.2103703703703703,-0.0626470013790735,
climate-model-simulation-crashes,KNN,Baseline,5,,0.0078396999997494,0.0036199000005581,,,13.0,445.0,0.0,28.0,0.9644286105782408,0.6862142099681866,0.546171686904715,1.0,49.0,0.0,4.0,0.8040816326530613,0.3785185185185186,0.4300065817837658,
climate-model-simulation-crashes,KNN,Baseline,6,,0.0061652999993384,0.0037706000002799,,,12.0,444.0,1.0,29.0,0.9615785146615512,0.6575473567281495,0.5002876005026939,2.0,49.0,0.0,3.0,0.9244897959183672,0.6052631578947368,0.6139406135149205,
climate-model-simulation-crashes,KNN,Baseline,7,,0.0065142000003106,0.0033256000006076,,,13.0,444.0,0.0,29.0,0.9508794508794508,0.6306010928961748,0.5390238052625189,1.0,50.0,0.0,3.0,0.81,0.4470899470899471,0.485642931178632,
climate-model-simulation-crashes,KNN,Baseline,8,,0.0069669999993493,0.003362699999343,,,15.0,442.0,2.0,27.0,0.9622479622479624,0.6829706241470948,0.539305429034191,1.0,50.0,0.0,3.0,0.6775,0.3324915824915825,0.485642931178632,
climate-model-simulation-crashes,KNN,Baseline,9,,0.0067338999997446,0.0026103000000148,,,15.0,442.0,2.0,27.0,0.9644197769197768,0.6893711721976926,0.539305429034191,1.0,50.0,0.0,3.0,0.9075,0.4611111111111111,0.485642931178632,
climate-model-simulation-crashes,KNN,Baseline,10,,0.0061963999996805,0.0029892999991716,,,13.0,442.0,2.0,29.0,0.9625697125697126,0.6645808736717828,0.4955498789348633,2.0,49.0,1.0,2.0,0.83,0.5101851851851852,0.5487954724560282,
climate-model-simulation-crashes,KNN,Standard Scaling,1,,0.0196666000010736,0.007175400000051,0.5391912460327148,0.0741405487060546,14.0,441.0,4.0,27.0,0.9572211564812276,0.6282396586208997,0.489295580463413,2.0,48.0,1.0,3.0,0.8387755102040817,0.4749287749287749,0.4803460137413101,
